0 -1.564 -1.564
0 -1.4126 -1.4126
0 -1.1604 -1.1604
0 -0.85767 -0.85767
0 -1.3117 -1.3117
0 -1.3117 -1.3117
0 -0.55497 -0.55497
0 -1.2613 -1.2613
0 -1.3622 -1.3622
0 -0.20181 -0.20181
0 -1.2108 -1.2108
-0.050451 0.050451 0.050451
0 -1.7658 -1.7658
0 -0.80722 -0.80722
0 0.30271 0.30271
0 0.85767 0.85767
0 0.90813 0.90813
0 0.85767 0.85767
0 0.85767 0.85767
0 0.55497 0.55497
0 1.009 1.009
0 1.009 1.009
0 -0.25226 -0.25226
0 1.3117 1.3117
0 1.3117 1.3117
0.1009 0.40361 0.40361
0 1.4126 1.4126
0 1.4126 1.4126
-0.20181 -2.1694 -2.1694
0 1.5135 1.5135
0 1.5135 1.5135
0.1009 0.85767 0.85767
-0.050451 1.009 1.009
0 1.8667 1.8667
0 1.9172 1.9172
0 -1.9676 -1.9676
0 2.119 2.119
0 2.0685 2.0685
0 -0.20181 -0.20181
0 1.6649 1.6649
0 1.6649 1.6649
0 -1.564 -1.564
0 1.0595 1.0595
0 1.0595 1.0595
-0.1009 -0.45406 -0.45406
0 0.50451 0.50451
0 0.50451 0.50451
0 -0.95858 -0.95858
0 0.1009 0.1009
0 0.1009 0.1009
0.60542 -0.90813 -0.90813
0.20181 -2.0685 -2.0685
-0.50451 -2.4721 -2.4721
-1.4126 -1.4126 -1.4126
0 -0.40361 -0.40361
1.3622 -1.7658 -1.7658
1.1099 -0.85767 -0.85767
-0.70632 -2.6739 -2.6739
-2.0181 -0.70632 -0.70632
0 0.1009 0.1009
0.75677 -1.8667 -1.8667
0.75677 -1.0595 -1.0595
0 0.50451 0.50451
0 0.55497 0.55497
0.65587 -2.3712 -2.3712
0 0.55497 0.55497
0.20181 -1.9676 -1.9676
-2.1694 0.1009 0.1009
1.4126 -0.90813 -0.90813
0.15135 1.0595 1.0595
0.15135 1.0595 1.0595
0 1.009 1.009
-0.20181 0.85767 0.85767
-0.20181 0.85767 0.85767
0.40361 -0.65587 -0.65587
0.35316 0.75677 0.75677
0.30271 0.75677 0.75677
-0.95858 -0.65587 -0.65587
-0.35316 0.90813 0.90813
-0.35316 0.90813 0.90813
0 1.3117 1.3117
-0.25226 -0.75677 -0.75677
0.25226 1.2108 1.2108
0.20181 1.2108 1.2108
0.45406 -0.65587 -0.65587
-0.20181 0.55497 0.55497
-0.20181 0.55497 0.55497
0.050451 2.2199 2.2199
0 2.2703 2.2703
0.1009 -0.70632 -0.70632
-0.1009 -0.70632 -0.70632
0 2.5226 2.5226
0 2.5226 2.5226
0 -0.25226 -0.25226
0 -0.25226 -0.25226
0 1.6144 1.6144
0 -0.40361 -0.40361
0 -0.45406 -0.45406
0 -0.40361 -0.40361
0 1.7658 1.7658
0 2.9262 2.9262
0 2.8757 2.8757
0 1.8667 1.8667
0 3.7334 3.7334
0 3.683 3.683
0 3.2793 3.2793
0 3.3298 3.3298
0 0.15135 0.15135
0 2.4217 2.4217
0 2.4217 2.4217
0 1.3622 1.3622
0 1.3622 1.3622
0 0.25226 0.25226
0 0.50451 0.50451
0 0.50451 0.50451
0 -2.7244 -2.7244
0 -0.050451 -0.050451
0 0 0
0 -1.3117 -1.3117
0 -2.6235 -2.6235
0 -0.90813 -0.90813
0 -2.3712 -2.3712
0 -0.80722 -0.80722
0 -2.2703 -2.2703
0 -1.9676 -1.9676
0 -0.95858 -0.95858
0 0.75677 0.75677
0 0.70632 0.70632
0 0.35316 0.35316
0 0.35316 0.35316
0 -1.2108 -1.2108
0 -1.3622 -1.3622
0 -0.1009 -0.1009
0 -0.050451 -0.050451
0 -1.1604 -1.1604
0 -1.2613 -1.2613
0 -0.40361 -0.40361
0 -0.40361 -0.40361
0 -1.2108 -1.2108
0 -1.2108 -1.2108
0 -0.65587 -0.65587
0 -0.65587 -0.65587
0 -0.75677 -0.75677
0 -0.75677 -0.75677
0 -3.4307 0.80722
0 -3.1784 0.35316
0 -2.5226 -0.90813
0 -2.1694 -0.85767
0 -1.8163 -0.80722
0 -2.119 -1.0595
0 -2.7748 0.050451
0 -2.119 -1.4126
0.050451 -2.4721 1.0595
0 -1.2108 -0.80722
0 -2.0181 1.3117
0 -1.0595 -0.60542
-0.050451 -1.1099 -0.50451
0.1009 -1.8163 1.3622
0.15135 -2.2703 -0.050451
-0.80722 -4.137 1.1099
0 1.8667 0.35316
0 1.9172 0.35316
0.85767 -2.119 1.2613
0 1.6649 0.35316
0 1.7658 0.25226
0.70632 -1.8667 -0.50451
0 1.3622 0.45406
-0.85767 -1.0595 0.1009
-0.45406 -0.60542 0.20181
-0.30271 -3.4811 -1.8163
0 1.9676 0.55497
-0.40361 -1.1099 -0.20181
0 1.2108 0.65587
0.65587 -2.4217 -0.85767
0 1.7153 0.25226
0 1.8163 0.40361
0.70632 -2.2199 -0.50451
0.65587 -2.5226 0.50451
0 0.85767 0.65587
-0.60542 0 0.75677
