1.9946e-11 2.0027e-11 1.2258e-11 2.3261e-11 1.7615e-11 1.7902e-11 1.4226e-11 1.2207e-11 1.4194e-11 9.3081e-12 2.2445e-11 1.4286e-11 1.7495e-11 1.2016e-11 1.6056e-11 2.5846e-11 1.8153e-11 1.106e-11 2.0031e-11 1.8389e-11 9.4462e-12 1.2843e-11 1.3177e-11 1.6506e-11 1.568e-11 1.3629e-11 1.8432e-11 8.7247e-12 1.6833e-11 1.5524e-11 1.2448e-11 1.2864e-11 1.4206e-11 1.1679e-11 8.468e-12 8.7002e-12 8.6329e-12 1.2203e-11 1.1172e-11 8.509e-12 8.7783e-12 8.2734e-12 1.1458e-11 9.9235e-12 6.7609e-12 8.2435e-12 7.2907e-12 7.4846e-12 8.1507e-12 7.4131e-12 7.1159e-12 6.4935e-12 5.6462e-12 6.9359e-12 1.0063e-11 8.2942e-12 6.6685e-12 8.2406e-12 7.1988e-12 6.8067e-12 8.0271e-12 1.0743e-11 6.0977e-12 6.1603e-12 7.1458e-12 1.086e-11 8.577e-12 1.032e-11 1.063e-11 7.3338e-12 8.0865e-12 7.8955e-12 8.4668e-12 7.5319e-12 7.9554e-12 7.4063e-12 5.6848e-12 4.7317e-12 5.5099e-12 8.6685e-12 3.9977e-12 5.5577e-12 4.6303e-12 3.4875e-12 3.7892e-12 3.689e-12 4.3234e-12 3.2692e-12 4.2526e-12 4.1535e-12 3.6783e-12 2.5465e-12 3.2608e-12 3.5082e-12 3.2759e-12 3.1412e-12
1.6973e-11 2.3934e-11 1.5816e-11 1.9718e-11 2.3932e-11 1.7013e-11 1.8199e-11 1.2418e-11 1.4485e-11 1.845e-11 8.0745e-12 1.5701e-11 1.6645e-11 1.2521e-11 1.1431e-11 1.3347e-11 1.5221e-11 1.3899e-11 1.326e-11 1.005e-11 1.745e-11 1.3825e-11 9.5664e-12 1.4353e-11 1.821e-11 1.7928e-11 1.6259e-11 1.469e-11 1.5917e-11 1.5026e-11 1.7328e-11 9.7782e-12 1.8614e-11 1.3938e-11 1.7432e-11 1.975e-11 1.1855e-11 1.3413e-11 1.5117e-11 1.0267e-11 9.7886e-12 6.8843e-12 1.2209e-11 6.5238e-12 1.3428e-11 6.3925e-12 6.2899e-12 6.8325e-12 7.4643e-12 5.7331e-12 7.8533e-12 7.4095e-12 7.5307e-12 8.4528e-12 5.4789e-12 5.7611e-12 5.8845e-12 9.039e-12 9.1878e-12 8.0457e-12 8.4458e-12 7.8328e-12 7.837e-12 8.6927e-12 6.8077e-12 1.0652e-11 7.1163e-12 5.1329e-12 9.5529e-12 8.1778e-12 8.5508e-12 8.64e-12 8.2147e-12 1.0129e-11 5.6594e-12 5.8827e-12 5.1112e-12 5.1989e-12 7.4812e-12 7.7187e-12 6.7163e-12 9.0259e-12 6.2421e-12 4.0283e-12 5.548e-12 3.7702e-12 2.9872e-12 3.4076e-12 3.0575e-12 2.8463e-12 2.7357e-12 3.3168e-12 4.3436e-12 3.0565e-12 2.5722e-12 3.314e-12
2.3319e-11 1.7115e-11 1.399e-11 1.7402e-11 1.9733e-11 1.1006e-11 1.6227e-11 1.8104e-11 1.8078e-11 1.501e-11 1.7567e-11 1.717e-11 1.1058e-11 1.9974e-11 2.0638e-11 1.1956e-11 1.4536e-11 1.224e-11 1.7208e-11 1.455e-11 1.5755e-11 1.5562e-11 1.5619e-11 1.4956e-11 2.2412e-11 1.6366e-11 1.1705e-11 1.2289e-11 1.2801e-11 1.866e-11 1.8548e-11 1.6268e-11 1.5983e-11 1.0319e-11 1.1818e-11 1.0328e-11 9.3107e-12 9.858e-12 1.0711e-11 9.0714e-12 1.115e-11 1.157e-11 1.0378e-11 7.7365e-12 9.5543e-12 8.3603e-12 7.992e-12 9.7325e-12 5.8118e-12 1.1155e-11 8.0255e-12 7.7305e-12 8.2837e-12 6.9578e-12 7.1808e-12 3.8194e-12 8.1369e-12 7.4441e-12 7.2569e-12 6.9278e-12 9.3472e-12 9.7282e-12 7.2649e-12 9.2056e-12 9.7991e-12 7.9094e-12 9.0895e-12 6.6893e-12 6.7836e-12 7.5462e-12 8.0627e-12 1.1844e-11 5.1843e-12 6.2105e-12 5.6365e-12 6.5025e-12 6.0071e-12 6.3217e-12 5.1367e-12 4.8775e-12 8.0725e-12 4.4878e-12 5.7756e-12 4.3127e-12 3.9798e-12 3.5282e-12 4.1495e-12 2.9708e-12 4.1572e-12 2.692e-12 3.1775e-12 3.0632e-12 3.7995e-12 3.17e-12 3.1457e-12 2.6664e-12
4.5758e-12 1.9001e-11 2.1026e-11 1.7906e-11 1.2114e-11 1.4941e-11 2.0126e-11 1.7718e-11 1.5226e-11 1.2826e-11 1.3053e-11 1.8617e-11 1.7145e-11 1.3264e-11 1.3394e-11 1.5131e-11 1.8318e-11 1.4066e-11 1.2338e-11 1.0596e-11 1.7812e-11 1.3509e-11 9.9098e-12 1.3639e-11 1.5691e-11 1.5927e-11 1.7131e-11 1.4653e-11 2.02e-11 2.0299e-11 1.3716e-11 1.0713e-11 1.173e-11 7.6869e-12 1.4353e-11 2.109e-11 1.5968e-11 2.0726e-11 1.8144e-11 9.9896e-12 1.0123e-11 7.9928e-12 7.9175e-12 7.5498e-12 1.1943e-11 9.9632e-12 6.6411e-12 7.2343e-12 7.2536e-12 7.8626e-12 7.6528e-12 6.4482e-12 7.5815e-12 6.3619e-12 5.3561e-12 6.0964e-12 7.5077e-12 1.0666e-11 8.0134e-12 7.0074e-12 1.2718e-11 8.2728e-12 8.7329e-12 7.5367e-12 9.3918e-12 8.8817e-12 8.9105e-12 8.1768e-12 1.0888e-11 8.9798e-12 1.0027e-11 8.066e-12 6.3197e-12 1.0147e-11 9.3564e-12 4.9128e-12 4.5288e-12 7.673e-12 6.1027e-12 5.4695e-12 5.7507e-12 9.265e-12 6.4176e-12 4.5253e-12 4.751e-12 3.4983e-12 3.9433e-12 4.4461e-12 3.501e-12 3.2882e-12 3.5071e-12 3.7118e-12 3.5597e-12 2.6365e-12 2.3724e-12 3.5104e-12
1.9331e-11 1.7028e-11 1.62e-11 1.4318e-11 1.782e-11 1.4031e-11 1.1357e-11 1.2646e-11 1.762e-11 1.2408e-11 1.8273e-11 1.0139e-11 1.412e-11 1.2338e-11 1.2587e-11 1.2853e-11 1.5373e-11 1.3842e-11 1.9929e-11 2.4557e-11 1.0046e-11 1.322e-11 1.2343e-11 1.2891e-11 1.7575e-11 2.3153e-11 1.5564e-11 9.3988e-12 1.6281e-11 1.5521e-11 1.1657e-11 1.18e-11 1.0881e-11 1.4393e-11 8.6748e-12 1.025e-11 8.5431e-12 8.9283e-12 8.3103e-12 6.8875e-12 8.2512e-12 9.5358e-12 1.0256e-11 1.0946e-11 6.9781e-12 8.8885e-12 5.2873e-12 9.0157e-12 9.303e-12 6.1722e-12 9.1239e-12 6.641e-12 6.3897e-12 8.5034e-12 9.0335e-12 6.455e-12 5.6849e-12 5.2128e-12 8.0747e-12 5.7433e-12 9.1735e-12 1.0421e-11 6.5731e-12 7.4917e-12 8.0339e-12 1.0643e-11 8.5326e-12 8.6673e-12 8.1413e-12 7.6143e-12 1.0747e-11 8.9198e-12 6.5679e-12 1.0841e-11 7.9801e-12 6.401e-12 4.3312e-12 5.0869e-12 8.525e-12 6.7326e-12 4.7611e-12 6.5418e-12 4.2677e-12 4.2859e-12 4.4853e-12 3.7371e-12 3.3488e-12 3.7279e-12 4.0739e-12 3.4598e-12 2.7489e-12 3.736e-12 4.8308e-12 3.844e-12 3.2137e-12 3.7929e-12
1.4448e-11 1.6371e-11 1.2267e-11 1.7776e-11 1.7867e-11 1.533e-11 1.5787e-11 2.0008e-11 1.5253e-11 1.5826e-11 1.5428e-11 1.3736e-11 1.3325e-11 1.3398e-11 1.7295e-11 1.826e-11 2.6449e-11 1.1266e-11 1.3728e-11 1.1978e-11 1.4434e-11 1.5431e-11 1.8544e-11 1.8415e-11 1.3453e-11 1.9599e-11 2.6344e-11 2.0949e-11 1.3563e-11 1.1814e-11 1.5305e-11 1.6081e-11 8.7476e-12 9.0762e-12 6.9219e-12 6.7188e-12 9.7139e-12 7.8787e-12 9.094e-12 8.3417e-12 8.9491e-12 9.1384e-12 1.0066e-11 9.6122e-12 8.5222e-12 1.1451e-11 8.8704e-12 6.5875e-12 7.8812e-12 6.8255e-12 6.7635e-12 7.9192e-12 1.1013e-11 7.563e-12 6.9179e-12 1.0034e-11 9.8572e-12 7.5418e-12 6.807e-12 8.9696e-12 7.2371e-12 6.0022e-12 7.7314e-12 9.5995e-12 6.5567e-12 9.0398e-12 6.9864e-12 7.5811e-12 8.4049e-12 1.118e-11 8.7557e-12 6.0006e-12 1.008e-11 9.2971e-12 5.0345e-12 5.134e-12 5.2671e-12 7.2836e-12 9.42e-12 9.6091e-12 4.0105e-12 4.3123e-12 3.4274e-12 3.9235e-12 4.1711e-12 3.5041e-12 4.6334e-12 3.8212e-12 3.7664e-12 2.9168e-12 3.9888e-12 3.301e-12 3.3144e-12 4.0917e-12 3.6693e-12 3.6256e-12
1.595e-11 1.9157e-11 1.6622e-11 1.979e-11 1.2917e-11 1.142e-11 1.8293e-11 1.2674e-11 1.7185e-11 1.3005e-11 1.0626e-11 2.0029e-11 1.4129e-11 1.933e-11 1.7542e-11 1.3409e-11 1.7249e-11 1.6037e-11 2.2313e-11 1.0311e-11 1.1693e-11 2.0025e-11 1.3348e-11 1.7504e-11 1.511e-11 1.2812e-11 1.2527e-11 9.5992e-12 2.2208e-11 1.3117e-11 1.6504e-11 8.222e-12 1.1906e-11 1.3486e-11 1.3411e-11 2.0766e-11 1.6318e-11 1.7999e-11 1.475e-11 7.9689e-12 1.4022e-11 1.1497e-11 1.1062e-11 1.1017e-11 9.5918e-12 9.3902e-12 8.0976e-12 7.4934e-12 7.4515e-12 6.5658e-12 5.7014e-12 8.578e-12 5.552e-12 7.7163e-12 6.4815e-12 5.2706e-12 8.423e-12 8.2104e-12 1.0763e-11 7.5179e-12 5.918e-12 6.8878e-12 9.2493e-12 9.9232e-12 7.08e-12 9.2391e-12 1.0246e-11 5.7548e-12 9.2133e-12 1.0579e-11 9.1514e-12 9.1978e-12 6.244e-12 1.1604e-11 7.2934e-12 6.5702e-12 4.0648e-12 7.6825e-12 4.1359e-12 7.8723e-12 7.4911e-12 1.02e-11 4.4188e-12 3.6351e-12 5.4328e-12 4.6325e-12 3.4844e-12 3.9052e-12 3.237e-12 3.217e-12 3.7687e-12 4.0763e-12 3.4049e-12 3.2616e-12 3.8279e-12 3.8935e-12
4.6171e-11 1.9005e-11 2.2343e-11 2.084e-11 2.295e-11 2.1802e-11 2.0757e-11 1.5676e-11 1.1173e-11 1.8457e-11 1.991e-11 1.4254e-11 1.4445e-11 2.2473e-11 1.0787e-11 2.1452e-11 1.3711e-11 1.3416e-11 1.3956e-11 1.035e-11 1.7542e-11 1.4573e-11 1.3309e-11 1.1439e-11 1.3044e-11 1.5725e-11 1.334e-11 1.2097e-11 1.627e-11 2.2413e-11 8.7052e-12 1.4755e-11 2.1071e-11 1.5225e-11 1.3336e-11 1.4426e-11 1.6811e-11 1.2562e-11 1.4833e-11 1.5374e-11 1.5813e-11 1.4542e-11 1.7048e-11 8.2456e-12 7.4398e-12 1.1879e-11 7.2425e-12 1.0953e-11 1.299e-11 8.035e-12 7.0825e-12 9.3917e-12 7.3122e-12 6.8786e-12 5.3683e-12 6.94e-12 5.8849e-12 4.6515e-12 5.1007e-12 6.8166e-12 8.3922e-12 7.6717e-12 9.5308e-12 7.342e-12 5.3977e-12 8.8439e-12 9.4258e-12 1.2427e-11 1.1386e-11 8.8353e-12 7.8469e-12 7.4102e-12 8.617e-12 9.2061e-12 9.4478e-12 7.4452e-12 7.4267e-12 9.2718e-12 8.4462e-12 4.7317e-12 7.2602e-12 7.607e-12 5.3257e-12 5.0358e-12 4.1371e-12 3.3928e-12 3.5137e-12 3.0009e-12 2.6622e-12 3.4581e-12 3.2553e-12 3.2299e-12 2.8718e-12 2.8211e-12 2.5397e-12 2.5264e-12
9.4863e-12 3.8267e-11 4.0423e-11 2.5709e-11 3.0844e-11 2.2859e-11 2.5661e-11 4.5409e-12 1.4925e-11 1.7763e-11 2.22e-11 1.6329e-11 1.1305e-11 1.3809e-11 1.6964e-11 1.6063e-11 1.3277e-11 1.3811e-11 9.6573e-12 1.19e-11 1.473e-11 9.8644e-12 1.8572e-11 1.9044e-11 1.679e-11 1.8209e-11 1.3025e-11 1.1612e-11 1.3821e-11 1.4056e-11 1.4923e-11 2.1656e-11 1.6754e-11 1.9033e-11 1.9499e-11 2.1858e-11 1.3941e-11 1.044e-11 1.0476e-11 1.5759e-11 1.0874e-11 1.9767e-11 8.4372e-12 1.4819e-11 1.3044e-11 9.827e-12 9.0355e-12 6.5128e-12 9.3186e-12 6.6171e-12 6.5229e-12 7.3723e-12 7.3206e-12 7.1419e-12 4.476e-12 5.5166e-12 5.1153e-12 5.022e-12 3.2457e-12 7.261e-12 6.8299e-12 6.608e-12 7.8789e-12 7.643e-12 8.9773e-12 9.8888e-12 7.8045e-12 9.1971e-12 7.1333e-12 1.0964e-11 6.7847e-12 1.0242e-11 6.9129e-12 1.3545e-11 4.8285e-12 9.9095e-12 8.3642e-12 5.5779e-12 6.4531e-12 6.9513e-12 6.1094e-12 5.0779e-12 8.2267e-12 4.5324e-12 4.3924e-12 3.5395e-12 4.7298e-12 3.5102e-12 3.4601e-12 2.1705e-12 2.9702e-12 2.1222e-12 2.0677e-12 2.5371e-12 2.0925e-12 1.7117e-12
3.9478e-11 3.1111e-11 2.443e-11 2.2717e-11 1.9584e-11 2.9929e-11 1.8092e-11 1.5516e-11 1.6986e-11 1.5929e-11 1.6903e-11 1.1713e-11 1.687e-11 1.3782e-11 1.1709e-11 1.3689e-11 8.7364e-12 1.2297e-11 2.1159e-11 1.6059e-11 1.517e-11 1.4226e-11 1.9599e-11 1.194e-11 1.3961e-11 1.2721e-11 1.3295e-11 1.0946e-11 2.1346e-11 1.7511e-11 8.1017e-12 1.2711e-11 1.4701e-11 1.3708e-11 1.8606e-11 1.7427e-11 1.514e-11 1.5028e-11 1.1879e-11 1.3323e-11 1.155e-11 2.1657e-11 1.7417e-11 1.0296e-11 6.2057e-12 7.8042e-12 7.1683e-12 1.315e-11 9.6343e-12 8.879e-12 9.8155e-12 7.3334e-12 6.002e-12 6.2747e-12 6.1348e-12 5.0874e-12 5.9283e-12 7.522e-12 4.5746e-12 6.2086e-12 1.039e-11 8.6089e-12 1.0801e-11 9.0861e-12 6.324e-12 7.2228e-12 8.5028e-12 9.3861e-12 7.1683e-12 1.105e-11 6.4084e-12 8.0323e-12 8.4259e-12 6.1065e-12 6.3595e-12 6.7673e-12 5.4269e-12 8.7492e-12 7.2713e-12 5.7251e-12 7.2776e-12 8.8477e-12 5.33e-12 5.5081e-12 4.2881e-12 4.7901e-12 2.6488e-12 3.3866e-12 3.727e-12 2.5985e-12 2.5869e-12 4.085e-12 2.7111e-12 2.6845e-12 2.7118e-12 2.6919e-12
2.5123e-11 1.7832e-11 1.4014e-11 1.6827e-11 1.5161e-11 1.6376e-11 1.6959e-11 1.2948e-11 2.0964e-11 1.4657e-11 1.0646e-11 1.4352e-11 1.0165e-11 1.1168e-11 1.2657e-11 9.4751e-12 1.7136e-11 1.6727e-11 1.5479e-11 1.2364e-11 1.6501e-11 1.578e-11 1.119e-11 1.1042e-11 2.1323e-11 1.3428e-11 1.1944e-11 1.2587e-11 1.8126e-11 1.6238e-11 1.6184e-11 9.9936e-12 1.7732e-11 9.4751e-12 1.19e-11 1.4283e-11 1.0477e-11 1.8654e-11 1.396e-11 1.1525e-11 9.4096e-12 1.52e-11 6.6997e-12 8.2677e-12 6.7574e-12 1.0029e-11 7.3416e-12 7.617e-12 7.5457e-12 6.2368e-12 7.8353e-12 8.5215e-12 5.3474e-12 6.0566e-12 7.1172e-12 5.6454e-12 8.1523e-12 8.8644e-12 9.2571e-12 6.4886e-12 7.1973e-12 5.7313e-12 9.066e-12 7.0887e-12 5.6422e-12 8.4818e-12 8.0786e-12 8.199e-12 1.023e-11 8.4173e-12 6.624e-12 8.0538e-12 8.9088e-12 7.996e-12 7.2204e-12 5.1639e-12 4.5844e-12 7.3544e-12 4.9177e-12 6.2407e-12 8.3635e-12 8.3083e-12 5.488e-12 3.8917e-12 3.5389e-12 4.2194e-12 3.7934e-12 2.5793e-12 4.3802e-12 4.1275e-12 2.7729e-12 3.2338e-12 3.6226e-12 2.3725e-12 3.319e-12 3.7202e-12
