5184 24 56.2761 9.3794 9.3794
1	1	0	0	0
2	1	0.78161	0.78161	0
3	1	0.78161	0	0.78161
4	1	0	0.78161	0.78161
5	1	1.5632	0	0
6	1	2.3448	0.78161	0
7	1	2.3448	0	0.78161
8	1	1.5632	0.78161	0.78161
9	1	3.1265	0	0
10	1	3.9081	0.78161	0
11	1	3.9081	0	0.78161
12	1	3.1265	0.78161	0.78161
13	2	4.6897	0	0
14	2	5.4713	0.78161	0
15	2	5.4713	0	0.78161
16	2	4.6897	0.78161	0.78161
17	2	6.2529	0	0
18	2	7.0345	0.78161	0
19	2	7.0345	0	0.78161
20	2	6.2529	0.78161	0.78161
21	2	7.8161	0	0
22	2	8.5977	0.78161	0
23	2	8.5977	0	0.78161
24	2	7.8161	0.78161	0.78161
25	1	0	0	1.5632
26	1	0.78161	0.78161	1.5632
27	1	0.78161	0	2.3448
28	1	0	0.78161	2.3448
29	1	1.5632	0	1.5632
30	1	2.3448	0.78161	1.5632
31	1	2.3448	0	2.3448
32	1	1.5632	0.78161	2.3448
33	1	3.1265	0	1.5632
34	1	3.9081	0.78161	1.5632
35	1	3.9081	0	2.3448
36	1	3.1265	0.78161	2.3448
37	2	4.6897	0	1.5632
38	2	5.4713	0.78161	1.5632
39	2	5.4713	0	2.3448
40	2	4.6897	0.78161	2.3448
41	2	6.2529	0	1.5632
42	2	7.0345	0.78161	1.5632
43	2	7.0345	0	2.3448
44	2	6.2529	0.78161	2.3448
45	2	7.8161	0	1.5632
46	2	8.5977	0.78161	1.5632
47	2	8.5977	0	2.3448
48	2	7.8161	0.78161	2.3448
49	1	0	0	3.1265
50	1	0.78161	0.78161	3.1265
51	1	0.78161	0	3.9081
52	1	0	0.78161	3.9081
53	1	1.5632	0	3.1265
54	1	2.3448	0.78161	3.1265
55	1	2.3448	0	3.9081
56	1	1.5632	0.78161	3.9081
57	1	3.1265	0	3.1265
58	1	3.9081	0.78161	3.1265
59	1	3.9081	0	3.9081
60	1	3.1265	0.78161	3.9081
61	2	4.6897	0	3.1265
62	2	5.4713	0.78161	3.1265
63	2	5.4713	0	3.9081
64	2	4.6897	0.78161	3.9081
65	2	6.2529	0	3.1265
66	2	7.0345	0.78161	3.1265
67	2	7.0345	0	3.9081
68	2	6.2529	0.78161	3.9081
69	2	7.8161	0	3.1265
70	2	8.5977	0.78161	3.1265
71	2	8.5977	0	3.9081
72	2	7.8161	0.78161	3.9081
73	1	0	0	4.6897
74	1	0.78161	0.78161	4.6897
75	1	0.78161	0	5.4713
76	1	0	0.78161	5.4713
77	1	1.5632	0	4.6897
78	1	2.3448	0.78161	4.6897
79	1	2.3448	0	5.4713
80	1	1.5632	0.78161	5.4713
81	1	3.1265	0	4.6897
82	1	3.9081	0.78161	4.6897
83	1	3.9081	0	5.4713
84	1	3.1265	0.78161	5.4713
85	2	4.6897	0	4.6897
86	2	5.4713	0.78161	4.6897
