1.5955e-11 1.2283e-11 1.8539e-11 1.2306e-11 1.352e-11 1.3638e-11 2.1591e-11 1.7562e-11 2.0072e-11 1.2599e-11 1.2107e-11 1.4152e-11 1.4293e-11 1.8163e-11 1.652e-11 1.5376e-11 1.8787e-11 1.6479e-11 7.7695e-12 1.652e-11 2.1926e-11 1.7869e-11 1.9831e-11 1.2315e-11 1.7212e-11 7.0985e-12 9.9488e-12 1.404e-11 6.7769e-12 7.6309e-12 1.1319e-11 9.466e-12 9.6648e-12 7.6947e-12 1.2866e-11 1.01e-11 7.0671e-12 6.482e-12 6.9463e-12 7.2606e-12 1.0229e-11 7.8453e-12 9.2509e-12 9.0576e-12 1.0205e-11 9.4886e-12 6.9209e-12 7.5986e-12 9.527e-12 8.0509e-12 1.0405e-11 8.0831e-12 1.101e-11 8.2506e-12 6.2297e-12 7.7819e-12 5.6735e-12 5.1932e-12 6.5339e-12 7.3572e-12 4.5156e-12 4.2907e-12 4.8221e-12 3.5615e-12 2.9828e-12 3.1955e-12 3.3813e-12 3.7144e-12 4.6562e-12 2.3876e-12 3.5023e-12 3.8637e-12
1.8475e-11 1.7757e-11 1.3412e-11 2.1319e-11 1.2607e-11 1.1556e-11 2.1152e-11 1.4875e-11 1.5893e-11 2.2494e-11 1.2311e-11 1.0587e-11 1.4227e-11 1.4561e-11 1.8861e-11 1.3913e-11 1.0988e-11 1.8979e-11 1.4849e-11 1.4859e-11 1.2727e-11 1.6629e-11 1.3587e-11 1.5643e-11 1.7457e-11 8.9232e-12 2.3141e-11 1.8489e-11 8.2995e-12 1.183e-11 1.2335e-11 9.1821e-12 1.2862e-11 9.5253e-12 9.78e-12 7.859e-12 5.8846e-12 6.8716e-12 6.9084e-12 5.6727e-12 8.9587e-12 6.031e-12 7.3515e-12 1.1164e-11 6.545e-12 7.1111e-12 5.0515e-12 6.9359e-12 7.3829e-12 7.0189e-12 9.1396e-12 6.4112e-12 5.9451e-12 7.4675e-12 6.0603e-12 6.625e-12 4.5424e-12 5.8156e-12 8.6242e-12 9.4984e-12 5.5769e-12 5.9016e-12 5.6206e-12 5.4524e-12 4.4606e-12 3.5034e-12 3.5309e-12 3.0642e-12 2.8793e-12 3.2089e-12 3.4441e-12 2.9311e-12
1.6957e-11 1.7916e-11 2.1908e-11 1.5099e-11 2.3415e-11 2.0325e-11 1.8763e-11 1.7807e-11 1.7971e-11 2.5349e-11 1.4572e-11 1.1859e-11 1.5048e-11 1.5045e-11 1.3057e-11 9.1267e-12 1.885e-11 1.3087e-11 1.4226e-11 1.4365e-11 1.1025e-11 1.2742e-11 1.1716e-11 1.1408e-11 1.962e-11 1.1588e-11 1.6534e-11 1.5476e-11 1.0926e-11 9.9512e-12 1.2631e-11 1.0019e-11 8.9226e-12 9.3061e-12 1.0929e-11 1.1864e-11 7.5194e-12 7.4321e-12 9.0738e-12 7.2666e-12 6.0278e-12 6.6613e-12 9.8709e-12 1.1976e-11 8.9308e-12 5.9008e-12 8.2476e-12 7.0497e-12 5.8396e-12 8.4554e-12 8.338e-12 7.1121e-12 6.036e-12 6.5399e-12 5.5109e-12 7.4174e-12 5.7213e-12 4.583e-12 6.5438e-12 7.4925e-12 7.6284e-12 4.4254e-12 3.5089e-12 4.7863e-12 3.7562e-12 4.0752e-12 4.0653e-12 4.202e-12 3.1502e-12 2.91e-12 2.6568e-12 2.9178e-12
2.0741e-11 2.1874e-11 1.1527e-11 2.3319e-11 2.0858e-11 1.4136e-11 1.9764e-11 1.1831e-11 1.449e-11 2.1162e-11 1.6577e-11 1.2148e-11 1.4813e-11 1.4068e-11 2.024e-11 1.0483e-11 1.0554e-11 1.3118e-11 1.2152e-11 1.8994e-11 9.9828e-12 1.4713e-11 1.3717e-11 1.119e-11 1.4867e-11 1.349e-11 1.3865e-11 2.0405e-11 1.388e-11 1.0404e-11 9.2687e-12 8.03e-12 1.0459e-11 7.0311e-12 9.8341e-12 1.0393e-11 8.5841e-12 6.9964e-12 6.5806e-12 6.0161e-12 5.6485e-12 7.6256e-12 7.2218e-12 1.0873e-11 1.1154e-11 7.209e-12 9.0497e-12 9.3727e-12 1.1787e-11 9.1424e-12 6.624e-12 9.0111e-12 7.1463e-12 5.0134e-12 5.6159e-12 8.0176e-12 4.6668e-12 5.2445e-12 7.0672e-12 9.98e-12 4.4852e-12 8.2599e-12 4.6012e-12 4.129e-12 2.8715e-12 4.1687e-12 3.7237e-12 3.3099e-12 3.449e-12 3.3109e-12 2.9466e-12 2.9171e-12
1.7618e-11 1.8673e-11 1.1521e-11 1.5514e-11 8.762e-12 1.7368e-11 1.1817e-11 1.5163e-11 2.0924e-11 1.0756e-11 1.2536e-11 1.4034e-11 1.3202e-11 1.2848e-11 1.6925e-11 1.2671e-11 1.308e-11 2.4267e-11 9.6433e-12 1.3374e-11 1.9168e-11 2.2617e-11 1.6552e-11 1.4104e-11 1.3968e-11 8.3427e-12 1.2602e-11 1.3238e-11 8.4679e-12 9.3327e-12 7.4181e-12 8.2422e-12 7.9472e-12 8.085e-12 7.7752e-12 6.499e-12 7.8317e-12 6.4317e-12 6.1021e-12 7.8515e-12 8.2369e-12 7.7036e-12 6.0118e-12 7.4203e-12 1.2733e-11 6.9866e-12 7.7507e-12 5.816e-12 9.7623e-12 1.1907e-11 1.0274e-11 7.5375e-12 9.1177e-12 9.5089e-12 5.9756e-12 6.5304e-12 6.6738e-12 5.5732e-12 4.5621e-12 6.8119e-12 5.3273e-12 4.3255e-12 5.2473e-12 3.5511e-12 3.499e-12 3.6981e-12 3.2368e-12 3.6715e-12 3.572e-12 3.4354e-12 3.3943e-12 3.6284e-12
1.271e-11 1.7476e-11 1.6716e-11 1.4136e-11 1.6032e-11 1.5724e-11 1.701e-11 1.286e-11 1.3053e-11 1.5697e-11 1.3352e-11 2.2714e-11 1.2011e-11 1.3792e-11 1.4264e-11 1.8136e-11 2.4474e-11 1.9214e-11 1.5297e-11 1.614e-11 1.3787e-11 1.2647e-11 2.0169e-11 1.5473e-11 9.5063e-12 1.0128e-11 9.5695e-12 9.2261e-12 9.1582e-12 8.4094e-12 7.1838e-12 7.7853e-12 8.3299e-12 1.0507e-11 7.3623e-12 9.3359e-12 1.9489e-11 6.9246e-12 6.1459e-12 6.3322e-12 1.0511e-11 8.1768e-12 6.2091e-12 5.2337e-12 7.2737e-12 1.1263e-11 6.6535e-12 7.9936e-12 1.2025e-11 6.0237e-12 7.4765e-12 8.7408e-12 6.868e-12 7.8446e-12 7.5098e-12 5.3027e-12 5.5318e-12 5.9764e-12 6.2895e-12 7.1497e-12 4.519e-12 4.2612e-12 5.1032e-12 3.3549e-12 3.4061e-12 4.1934e-12 3.7021e-12 2.9956e-12 3.6997e-12 3.3446e-12 3.4756e-12 3.5041e-12
2.1026e-11 1.4734e-11 1.3591e-11 1.402e-11 1.3292e-11 1.1855e-11 1.1625e-11 1.2191e-11 1.179e-11 1.276e-11 1.6879e-11 2.6999e-11 1.2334e-11 1.2979e-11 1.8512e-11 9.6432e-12 1.6235e-11 1.4776e-11 1.7613e-11 1.6235e-11 9.4035e-12 2.1909e-11 1.7079e-11 1.2497e-11 1.4248e-11 1.0565e-11 1.648e-11 2.2455e-11 1.5382e-11 2.0013e-11 1.2481e-11 7.4828e-12 9.9275e-12 7.9788e-12 6.7513e-12 1.0615e-11 8.7647e-12 6.2002e-12 6.4355e-12 6.1735e-12 6.2752e-12 4.9305e-12 8.4456e-12 1.4053e-11 1.0807e-11 4.6127e-12 7.7625e-12 6.5924e-12 6.2369e-12 8.9007e-12 8.8807e-12 1.0406e-11 8.7819e-12 6.4702e-12 5.819e-12 5.7967e-12 5.2301e-12 5.6666e-12 8.506e-12 5.2211e-12 6.6803e-12 5.0258e-12 4.0381e-12 3.6296e-12 4.3064e-12 3.0947e-12 3.2526e-12 3.4714e-12 3.4738e-12 3.2088e-12 2.7997e-12 3.1743e-12
2.8957e-12 1.9453e-11 2.5513e-11 2.0302e-11 1.6126e-11 1.5346e-11 2.1286e-11 1.4743e-11 1.5269e-11 1.351e-11 1.381e-11 1.2046e-11 1.447e-11 1.1505e-11 1.658e-11 1.9197e-11 9.1539e-12 2.1424e-11 1.1286e-11 1.7492e-11 1.2595e-11 2.2917e-11 1.8077e-11 1.167e-11 1.5206e-11 1.9847e-11 1.6659e-11 1.7191e-11 1.8515e-11 8.4652e-12 1.2155e-11 1.4115e-11 6.351e-12 1.2133e-11 1.0309e-11 7.8301e-12 8.6181e-12 6.4889e-12 5.5851e-12 5.3263e-12 7.6852e-12 5.0969e-12 5.6742e-12 6.2688e-12 6.7074e-12 5.9037e-12 7.0548e-12 8.2672e-12 8.6452e-12 8.0782e-12 5.978e-12 7.9851e-12 7.9292e-12 7.4205e-12 6.0506e-12 6.6287e-12 5.7641e-12 6.6894e-12 5.6899e-12 6.7418e-12 7.4893e-12 5.4263e-12 4.77e-12 4.5135e-12 3.7096e-12 2.8116e-12 3.1327e-12 3.6199e-12 2.8955e-12 3.5743e-12 3.0204e-12 2.8388e-12
3.7713e-11 6.7861e-12 2.4577e-11 3.785e-11 1.9702e-11 3.4775e-12 1.5713e-11 1.0115e-11 1.438e-11 1.9163e-11 1.737e-11 1.988e-11 1.0603e-11 1.5896e-11 1.7779e-11 9.6647e-12 2.0035e-11 2.6944e-11 1.4484e-11 1.7903e-11 1.6583e-11 1.2859e-11 1.2273e-11 1.3014e-11 2.2289e-11 1.2967e-11 1.4124e-11 1.4851e-11 7.6397e-12 1.8106e-11 1.1699e-11 1.8282e-11 1.0606e-11 1.2921e-11 7.2977e-12 4.9258e-12 7.2404e-12 8.9986e-12 5.3416e-12 4.9009e-12 9.0519e-12 4.2442e-12 5.0572e-12 3.7039e-12 7.9245e-12 5.4295e-12 6.4117e-12 8.3742e-12 7.8786e-12 5.8597e-12 7.5699e-12 8.0149e-12 9.1433e-12 6.7658e-12 6.4425e-12 7.5493e-12 7.6614e-12 1.0059e-11 5.067e-12 6.6108e-12 5.8995e-12 3.3384e-12 4.8854e-12 4.4199e-12 4.0483e-12 2.5424e-12 2.8495e-12 2.9454e-12 2.9168e-12 2.827e-12 2.3753e-12 1.8336e-12
3.4977e-11 2.0477e-11 2.2068e-11 3.5703e-11 3.1573e-11 2.4241e-11 1.4826e-11 1.6477e-11 1.5794e-11 1.9794e-11 1.632e-11 1.4823e-11 1.2937e-11 1.5343e-11 1.5138e-11 2.0443e-11 1.0109e-11 1.334e-11 1.7285e-11 1.4232e-11 1.5123e-11 1.6255e-11 1.2985e-11 1.0795e-11 1.2286e-11 1.9102e-11 2.1706e-11 2.034e-11 2.2673e-11 8.6605e-12 1.4076e-11 1.4144e-11 7.5003e-12 1.3433e-11 7.457e-12 6.9082e-12 6.462e-12 7.7852e-12 6.9009e-12 7.113e-12 5.4575e-12 4.6489e-12 5.3814e-12 5.6306e-12 7.6378e-12 7.0606e-12 6.0188e-12 1.197e-11 8.2603e-12 6.7548e-12 9.9076e-12 9.2258e-12 1.1134e-11 7.4724e-12 5.5685e-12 7.3987e-12 5.3973e-12 7.4579e-12 6.4156e-12 8.1779e-12 1.0509e-11 4.3918e-12 4.5438e-12 3.744e-12 2.6832e-12 2.9953e-12 3.4162e-12 2.7251e-12 2.7305e-12 3.255e-12 3.5378e-12 2.0433e-12
2.1234e-11 1.4225e-11 2.3919e-11 1.225e-11 1.4252e-11 1.3123e-11 1.5726e-11 1.1165e-11 1.823e-11 1.7694e-11 1.7711e-11 1.6945e-11 1.5593e-11 1.177e-11 1.5398e-11 1.4716e-11 1.3606e-11 1.289e-11 1.6699e-11 1.9047e-11 1.1114e-11 2.1884e-11 1.1766e-11 1.635e-11 1.834e-11 9.802e-12 1.2992e-11 1.6268e-11 1.2427e-11 1.7987e-11 1.3082e-11 1.193e-11 9.3227e-12 1.0021e-11 1.0199e-11 1.015e-11 8.8035e-12 7.036e-12 5.9039e-12 8.2349e-12 7.5933e-12 5.2822e-12 8.0466e-12 9.8609e-12 7.8269e-12 6.0824e-12 7.6149e-12 8.0498e-12 9.2587e-12 9.4108e-12 1.2728e-11 6.1439e-12 7.661e-12 5.8775e-12 6.4501e-12 7.4379e-12 6.4536e-12 8.3902e-12 1.1468e-11 8.635e-12 4.341e-12 7.1543e-12 4.9918e-12 4.0843e-12 4.138e-12 2.8e-12 2.6263e-12 2.8035e-12 2.9459e-12 2.7358e-12 3.4139e-12 3.2715e-12
1.3935e-11 1.6075e-11 1.4895e-11 1.2491e-11 1.814e-11 2.5346e-11 1.9161e-11 2.1642e-11 8.7048e-12 1.2168e-11 1.238e-11 1.7327e-11 1.3418e-11 1.8836e-11 1.8787e-11 1.4393e-11 1.566e-11 2.2156e-11 1.3738e-11 1.6678e-11 1.4304e-11 1.2786e-11 1.4901e-11 1.0179e-11 1.4291e-11 1.1256e-11 1.3584e-11 8.44e-12 9.5231e-12 9.6179e-12 8.2786e-12 8.066e-12 1.1705e-11 6.5726e-12 9.2109e-12 8.358e-12 6.3025e-12 9.7862e-12 7.3663e-12 6.2873e-12 5.1477e-12 5.3191e-12 6.8817e-12 7.3756e-12 1.0926e-11 5.7253e-12 6.6332e-12 5.3078e-12 7.5215e-12 6.887e-12 1.22e-11 6.313e-12 8.6659e-12 4.0699e-12 6.323e-12 6.1399e-12 4.7191e-12 8.6237e-12 4.8607e-12 5.4918e-12 5.1143e-12 4.1975e-12 3.4439e-12 3.7773e-12 3.3124e-12 3.9206e-12 3.2968e-12 4.2864e-12 4.2923e-12 3.5827e-12 4.1065e-12 3.3824e-12
