1.8344e-11 1.6138e-11 2.2929e-11 1.3008e-11 1.4669e-11 1.5249e-11 1.5065e-11 2.128e-11 1.4114e-11 1.6269e-11 1.0586e-11 1.2568e-11 1.6324e-11 1.2763e-11 2.1765e-11 1.8231e-11 1.4056e-11 1.5082e-11 1.1771e-11 1.4117e-11 1.7734e-11 1.6226e-11 2.0095e-11 8.9645e-12 9.9368e-12 2.3918e-11 1.9405e-11 1.4902e-11 1.4187e-11 1.4361e-11 2.0162e-11 1.9207e-11 9.2047e-12 1.2102e-11 1.5011e-11 2.2036e-11 1.9489e-11 1.4896e-11 8.6384e-12 1.3181e-11 1.1162e-11 1.9448e-11 1.0193e-11 9.1495e-12 9.3815e-12 8.8628e-12 1.5381e-11 1.1374e-11 8.8969e-12 1.0465e-11 9.826e-12 1.5249e-11 7.8086e-12 1.0431e-11 1.0126e-11 6.7637e-12 8.2428e-12 5.6223e-12 8.501e-12 8.5152e-12 8.7759e-12 7.1239e-12 6.6707e-12 7.7879e-12 7.0768e-12 6.4214e-12 6.6326e-12 5.6101e-12 5.3148e-12 1.1196e-11 9.4496e-12 1.3894e-11 6.7486e-12 9.1793e-12 7.7329e-12 6.4225e-12 5.992e-12 9.1088e-12 8.6602e-12 7.6923e-12 6.5687e-12 8.1896e-12 1.0884e-11 7.88e-12 1.1514e-11 1.1784e-11 9.4807e-12 1.0176e-11 7.8334e-12 9.5142e-12 5.6409e-12 1.549e-11 8.7428e-12 8.6197e-12 7.4441e-12 9.3924e-12 4.5823e-12 4.106e-12 1.0215e-11 6.5728e-12 5.2886e-12 6.226e-12 3.8429e-12 3.3954e-12 3.5946e-12 3.5921e-12 3.6714e-12 3.9064e-12 3.4321e-12 4.3512e-12 3.6882e-12 3.2744e-12 2.8676e-12 4.4371e-12 4.2717e-12 2.7223e-12 4.6299e-12 3.7427e-12 5.0268e-12 3.1235e-12
1.5002e-11 5.4412e-12 2.1181e-11 3.2647e-12 1.918e-11 1.423e-11 2.0391e-11 1.4283e-11 1.1759e-11 1.2104e-11 1.2611e-11 1.4998e-11 1.4995e-11 1.377e-11 2.6065e-11 1.7244e-11 1.1842e-11 1.4267e-11 1.3399e-11 1.204e-11 1.0921e-11 1.1884e-11 1.066e-11 9.3066e-12 2.0924e-11 7.8755e-12 1.2152e-11 1.4883e-11 1.2618e-11 2.1231e-11 9.6582e-12 9.8364e-12 1.172e-11 1.2291e-11 1.0405e-11 1.1378e-11 2.7735e-11 1.3418e-11 1.0539e-11 1.6609e-11 1.2405e-11 2.0334e-11 6.7224e-12 1.9853e-11 1.836e-11 9.0536e-12 2.0576e-11 1.9721e-11 1.5235e-11 2.2467e-11 1.0913e-11 1.3483e-11 8.9989e-12 1.0197e-11 8.9365e-12 9.8683e-12 8.6908e-12 6.7921e-12 6.9987e-12 7.6662e-12 8.5163e-12 7.9925e-12 6.5757e-12 7.6961e-12 7.3458e-12 6.7025e-12 4.7182e-12 9.1027e-12 6.6345e-12 6.5366e-12 6.1835e-12 8.3054e-12 1.3412e-11 7.6401e-12 1.1042e-11 8.574e-12 1.0152e-11 9.5419e-12 7.2706e-12 7.1235e-12 1.1989e-11 9.1429e-12 8.6793e-12 7.1679e-12 7.0566e-12 8.0496e-12 8.2402e-12 1.4856e-11 1.1102e-11 8.8313e-12 1.2261e-11 8.633e-12 6.0888e-12 7.6572e-12 7.2929e-12 5.2719e-12 7.1014e-12 6.2811e-12 5.509e-12 7.2324e-12 6.7679e-12 9.3789e-12 4.9166e-12 4.7629e-12 4.2282e-12 6.656e-12 3.4088e-12 3.5192e-12 3.0084e-12 4.2859e-12 4.3093e-12 3.1912e-12 3.1723e-12 3.5516e-12 2.885e-12 3.3071e-12 3.8745e-12 3.345e-12 2.7626e-12 3.4779e-12
2.3505e-11 2.6667e-11 2.5309e-11 1.7097e-11 9.4375e-12 2.4098e-11 1.3457e-11 1.7511e-11 9.6433e-12 1.1963e-11 1.1101e-11 1.469e-11 1.1925e-11 1.0586e-11 6.7572e-12 1.4202e-11 1.115e-11 2.1919e-11 1.093e-11 1.2459e-11 1.1993e-11 1.7416e-11 1.3785e-11 8.8779e-12 1.2786e-11 1.7414e-11 1.3945e-11 1.1523e-11 1.4168e-11 1.7092e-11 1.1636e-11 1.3572e-11 1.0737e-11 1.5184e-11 1.0822e-11 1.274e-11 1.9811e-11 2.2586e-11 9.2184e-12 1.4465e-11 1.1885e-11 9.8408e-12 1.4102e-11 1.1111e-11 8.6918e-12 1.426e-11 7.6435e-12 1.0548e-11 9.6845e-12 1.6299e-11 1.5092e-11 7.2596e-12 1.6125e-11 1.2103e-11 1.1427e-11 1.0849e-11 1.0258e-11 7.5007e-12 1.1186e-11 5.3784e-12 1.0977e-11 6.4964e-12 5.7741e-12 8.3764e-12 8.8082e-12 1.1846e-11 6.6629e-12 6.425e-12 6.5594e-12 5.6457e-12 4.6258e-12 8.3758e-12 8.6462e-12 1.0151e-11 9.8822e-12 6.2811e-12 8.7166e-12 7.7547e-12 6.1272e-12 9.3294e-12 5.6191e-12 7.1934e-12 9.4248e-12 8.8615e-12 8.1018e-12 8.789e-12 6.1602e-12 5.5559e-12 8.2126e-12 6.9539e-12 8.3585e-12 6.3252e-12 5.6079e-12 5.9306e-12 6.0948e-12 7.1338e-12 6.3971e-12 6.2939e-12 5.0443e-12 5.8029e-12 8.3521e-12 7.1842e-12 5.845e-12 4.0009e-12 4.092e-12 5.9798e-12 6.1635e-12 4.1113e-12 3.7554e-12 3.2818e-12 3.6178e-12 3.5355e-12 4.3088e-12 3.2413e-12 3.3884e-12 3.7997e-12 3.6782e-12 2.8859e-12 2.542e-12 2.7577e-12
2.4473e-11 1.5272e-11 2.1539e-11 1.913e-11 1.3527e-11 1.2851e-11 1.5088e-11 1.5341e-11 2.116e-11 1.5025e-11 1.2016e-11 1.1211e-11 1.0491e-11 9.0057e-12 1.6006e-11 1.617e-11 1.3095e-11 1.0256e-11 1.8693e-11 1.0314e-11 2.317e-11 1.1823e-11 1.2883e-11 1.221e-11 1.6706e-11 9.2392e-12 1.509e-11 1.3337e-11 1.0055e-11 1.3742e-11 1.0922e-11 1.0239e-11 1.3962e-11 1.8115e-11 8.4243e-12 1.6882e-11 1.4896e-11 1.9529e-11 7.0199e-12 1.897e-11 1.3573e-11 1.1118e-11 1.1507e-11 9.3711e-12 2.0696e-11 9.2483e-12 1.6023e-11 1.3933e-11 8.1319e-12 1.3371e-11 9.8091e-12 1.0444e-11 7.0634e-12 1.2115e-11 6.9002e-12 1.2721e-11 7.6997e-12 9.7305e-12 7.7303e-12 6.8733e-12 8.9908e-12 6.306e-12 9.1711e-12 1.0095e-11 6.0014e-12 5.5744e-12 6.4797e-12 5.4249e-12 7.6906e-12 4.9973e-12 7.4346e-12 1.3264e-11 8.6319e-12 6.3258e-12 7.4984e-12 8.8857e-12 7.9793e-12 8.9134e-12 7.6661e-12 9.6757e-12 8.7471e-12 7.1098e-12 9.2937e-12 6.3358e-12 8.3748e-12 7.3732e-12 1.1148e-11 8.6992e-12 8.6669e-12 1.1043e-11 1.0314e-11 8.7703e-12 7.1222e-12 6.6035e-12 6.8723e-12 5.3292e-12 7.4608e-12 7.4876e-12 8.2771e-12 9.5245e-12 6.3533e-12 7.5793e-12 4.6857e-12 5.4685e-12 4.2277e-12 4.5563e-12 4.4459e-12 3.0954e-12 4.0331e-12 3.419e-12 3.795e-12 2.7383e-12 4.0113e-12 3.4319e-12 4.1766e-12 2.9586e-12 3.2259e-12 2.8488e-12 3.3542e-12 3.2884e-12
2.0974e-11 1.4944e-11 2.3513e-11 1.5568e-11 1.2011e-11 1.2172e-11 1.5701e-11 1.1515e-11 1.1997e-11 1.6153e-11 1.271e-11 1.5346e-11 1.9283e-11 2.0579e-11 1.8817e-11 1.7003e-11 1.5691e-11 2.1524e-11 1.5049e-11 1.1833e-11 1.83e-11 1.6931e-11 1.5876e-11 6.4194e-12 8.1231e-12 1.347e-11 1.7291e-11 1.2282e-11 1.501e-11 1.5519e-11 2.2314e-11 1.6352e-11 7.647e-12 1.2077e-11 1.6342e-11 1.3001e-11 2.5869e-11 1.5592e-11 1.2767e-11 1.5196e-11 1.5553e-11 1.6153e-11 1.3322e-11 6.8261e-12 8.6695e-12 1.6996e-11 1.2226e-11 1.5366e-11 8.3139e-12 1.2483e-11 7.5937e-12 1.2316e-11 1.0665e-11 1.0435e-11 1.2488e-11 6.7332e-12 1.0189e-11 8.6704e-12 7.8543e-12 7.3421e-12 7.2511e-12 6.6098e-12 9.2625e-12 1.0396e-11 8.5232e-12 7.3315e-12 6.2076e-12 9.4587e-12 7.3291e-12 8.6047e-12 8.0129e-12 7.1846e-12 9.7875e-12 9.0859e-12 6.5629e-12 6.5037e-12 6.0273e-12 1.0592e-11 8.9247e-12 8.5957e-12 4.8597e-12 8.6224e-12 8.0627e-12 9.8123e-12 8.7983e-12 1.0474e-11 7.7025e-12 7.4e-12 9.0488e-12 7.7981e-12 1.2846e-11 7.8097e-12 7.6962e-12 7.5815e-12 6.342e-12 9.1756e-12 3.8577e-12 8.9619e-12 6.2064e-12 6.5e-12 6.3085e-12 6.3287e-12 4.9434e-12 5.192e-12 3.5246e-12 3.4121e-12 4.1533e-12 2.9332e-12 3.4759e-12 4.6351e-12 5.0401e-12 5.0022e-12 3.3971e-12 3.1712e-12 4.1469e-12 3.5771e-12 3.0508e-12 3.6101e-12 4.2269e-12 2.9698e-12
1.7967e-11 9.6225e-12 1.5628e-11 1.3629e-11 1.6554e-11 1.7996e-11 1.9492e-11 1.6198e-11 1.7495e-11 1.8387e-11 1.7352e-11 1.6196e-11 1.2705e-11 1.2192e-11 1.5554e-11 1.8295e-11 1.8534e-11 1.5367e-11 1.3596e-11 1.533e-11 2.2066e-11 2.4632e-11 1.5577e-11 1.2588e-11 1.404e-11 1.3769e-11 2.2328e-11 1.6886e-11 1.2409e-11 1.4622e-11 2.2666e-11 1.5188e-11 1.7551e-11 1.3254e-11 1.1378e-11 1.8148e-11 1.4398e-11 1.4298e-11 1.4929e-11 1.7245e-11 9.495e-12 7.963e-12 8.9708e-12 1.0106e-11 7.4976e-12 8.1713e-12 1.0086e-11 1.0988e-11 9.3281e-12 8.5194e-12 8.3037e-12 1.2447e-11 1.0711e-11 8.7684e-12 8.6462e-12 1.0693e-11 9.1703e-12 8.4848e-12 8.1577e-12 8.5908e-12 9.8179e-12 9.3375e-12 7.3599e-12 6.1364e-12 6.5884e-12 6.5684e-12 8.1414e-12 8.7558e-12 6.7477e-12 7.7448e-12 5.5933e-12 5.6927e-12 7.7304e-12 6.7548e-12 6.6395e-12 8.3645e-12 6.5994e-12 9.4032e-12 9.5282e-12 6.3353e-12 8.7029e-12 5.1986e-12 5.7976e-12 5.4252e-12 8.2493e-12 7.4709e-12 6.7853e-12 8.0851e-12 1.0932e-11 8.8478e-12 7.2306e-12 6.5438e-12 7.0044e-12 6.6561e-12 7.9798e-12 5.8706e-12 7.6207e-12 5.8295e-12 5.3598e-12 5.5109e-12 5.1203e-12 4.8792e-12 3.9243e-12 4.9209e-12 3.917e-12 5.0604e-12 3.7708e-12 3.6524e-12 4.5999e-12 2.6252e-12 3.746e-12 3.869e-12 2.984e-12 3.1858e-12 3.9873e-12 3.3711e-12 3.5101e-12 4.0117e-12 3.0834e-12 4.4793e-12
1.8675e-11 2.3322e-11 2.0828e-11 1.7535e-11 1.3353e-11 1.7845e-11 1.3899e-11 1.1929e-11 1.5771e-11 1.2432e-11 1.6345e-11 1.4789e-11 1.0285e-11 9.0875e-12 1.4981e-11 1.5418e-11 1.219e-11 1.4427e-11 1.8295e-11 1.0531e-11 1.48e-11 1.3485e-11 1.129e-11 1.2588e-11 2.5586e-11 9.1735e-12 1.7411e-11 1.0491e-11 1.5826e-11 1.3891e-11 1.16e-11 1.3109e-11 1.5207e-11 1.4019e-11 1.0461e-11 1.2806e-11 1.9109e-11 2.2587e-11 8.6464e-12 2.2297e-11 1.3099e-11 2.1944e-11 8.1832e-12 1.5018e-11 1.8477e-11 9.2935e-12 1.4324e-11 1.6005e-11 9.7108e-12 1.7548e-11 1.2629e-11 1.0842e-11 6.4438e-12 6.4918e-12 7.1088e-12 1.0929e-11 7.789e-12 8.1406e-12 9.7791e-12 7.866e-12 6.6187e-12 8.5973e-12 7.2432e-12 7.7535e-12 8.8473e-12 5.7187e-12 6.8544e-12 4.8332e-12 5.3636e-12 5.7402e-12 9.021e-12 9.5647e-12 8.7577e-12 8.74e-12 8.9278e-12 9.8581e-12 1.0318e-11 9.4028e-12 8.3968e-12 7.1574e-12 8.3997e-12 9.4633e-12 8.5159e-12 1.2322e-11 7.5194e-12 6.3826e-12 9.0674e-12 6.8747e-12 8.5291e-12 8.1699e-12 9.1455e-12 7.0365e-12 5.8663e-12 8.1119e-12 6.5194e-12 4.8715e-12 6.6442e-12 4.493e-12 5.4518e-12 7.4042e-12 7.9694e-12 6.9201e-12 6.7135e-12 7.9907e-12 3.7538e-12 3.6597e-12 3.4523e-12 3.613e-12 2.9377e-12 5.5499e-12 3.4771e-12 3.2381e-12 3.706e-12 3.8547e-12 3.0976e-12 2.428e-12 3.4468e-12 3.0933e-12 3.4238e-12 3.2229e-12
3.9156e-11 4.4507e-12 4.8735e-12 6.2895e-12 3.7032e-12 1.7322e-11 2.2754e-11 2.399e-11 1.7898e-11 1.7066e-11 1.9569e-11 1.172e-11 1.1113e-11 1.3808e-11 8.3458e-12 1.8021e-11 1.4402e-11 1.2314e-11 1.4234e-11 1.6456e-11 1.2454e-11 9.9194e-12 1.9811e-11 1.4717e-11 1.991e-11 1.6259e-11 2.2032e-11 1.5487e-11 1.3714e-11 1.5936e-11 1.544e-11 1.5036e-11 2.4897e-11 1.5973e-11 2.6706e-11 1.3209e-11 1.1017e-11 1.2143e-11 1.7533e-11 1.2631e-11 1.5783e-11 6.2713e-12 7.8971e-12 1.4706e-11 1.48e-11 1.8225e-11 2.4336e-11 2.1085e-11 9.3021e-12 1.0642e-11 1.3661e-11 1.5444e-11 1.1594e-11 1.4682e-11 1.2766e-11 8.6406e-12 7.5631e-12 8.5865e-12 9.0529e-12 8.3069e-12 6.3869e-12 7.9103e-12 6.9991e-12 7.5003e-12 4.5425e-12 1.0484e-11 8.2605e-12 6.592e-12 5.117e-12 5.1451e-12 7.7143e-12 4.8576e-12 6.9189e-12 5.9454e-12 5.1038e-12 9.5362e-12 8.5339e-12 5.7528e-12 8.5951e-12 1.0573e-11 7.6963e-12 8.7589e-12 8.9115e-12 6.7606e-12 7.046e-12 8.5595e-12 9.0098e-12 1.6115e-11 8.6089e-12 9.0036e-12 8.6283e-12 7.1296e-12 9.7552e-12 8.3849e-12 6.5706e-12 1.0558e-11 9.7092e-12 9.48e-12 6.7401e-12 7.1896e-12 5.5302e-12 6.9855e-12 6.9416e-12 6.1798e-12 6.5724e-12 4.9633e-12 3.285e-12 3.7143e-12 2.8514e-12 3.3735e-12 2.8457e-12 3.2135e-12 2.3706e-12 2.8607e-12 2.8415e-12 3.1414e-12 3.2652e-12 2.6581e-12 2.6606e-12 2.0201e-12
5.349e-12 2.958e-11 2.2489e-11 3.526e-11 3.8688e-11 2.3466e-11 2.5081e-11 2.7496e-11 1.8043e-11 1.6406e-11 1.8241e-11 1.4683e-11 1.4472e-11 1.2929e-11 1.6164e-11 1.177e-11 2.1971e-11 1.8062e-11 1.0473e-11 1.2446e-11 1.1526e-11 2.0086e-11 1.7453e-11 1.0849e-11 1.0696e-11 2.0151e-11 1.2416e-11 9.3262e-12 1.1843e-11 1.9698e-11 1.5361e-11 1.265e-11 1.7031e-11 9.3776e-12 1.6288e-11 1.1181e-11 1.6525e-11 1.9104e-11 1.1545e-11 1.165e-11 1.7121e-11 1.177e-11 1.2015e-11 1.9639e-11 1.3187e-11 1.4563e-11 1.6129e-11 1.3942e-11 1.1459e-11 1.6065e-11 8.3056e-12 1.7936e-11 1.4646e-11 8.4564e-12 1.0104e-11 8.0731e-12 9.5605e-12 7.9156e-12 8.2363e-12 1.1037e-11 7.1517e-12 7.7392e-12 7.3537e-12 7.0775e-12 4.8936e-12 7.9334e-12 4.7843e-12 4.7736e-12 5.9248e-12 7.4261e-12 3.8963e-12 4.0828e-12 9.8413e-12 9.2061e-12 5.1527e-12 3.4909e-12 4.9642e-12 1.1291e-11 7.5606e-12 8.1698e-12 1.1664e-11 6.9889e-12 8.4601e-12 8.1345e-12 8.686e-12 8.2411e-12 6.4004e-12 5.8341e-12 1.3438e-11 7.5253e-12 1.0297e-11 1.1738e-11 8.9321e-12 6.1201e-12 9.001e-12 1.0645e-11 1.0764e-11 6.1542e-12 6.3997e-12 7.319e-12 5.4928e-12 8.4259e-12 6.0275e-12 4.2384e-12 5.1786e-12 3.3772e-12 4.3231e-12 4.6071e-12 2.8136e-12 3.3092e-12 3.894e-12 3.003e-12 2.7649e-12 2.5614e-12 3.1811e-12 2.3471e-12 2.4428e-12 2.2657e-12 1.601e-12 2.1778e-12
3.2594e-11 2.9759e-11 2.5455e-11 5.0819e-12 1.6582e-11 1.9856e-11 2.7298e-11 1.6236e-11 1.6422e-11 2.2291e-11 1.9592e-11 1.3328e-11 1.2872e-11 1.2832e-11 1.4357e-11 1.8073e-11 1.6178e-11 1.1388e-11 2.4821e-11 8.4161e-12 1.1101e-11 1.2662e-11 1.3919e-11 1.5035e-11 1.9247e-11 1.9658e-11 1.719e-11 1.5109e-11 1.193e-11 1.5268e-11 1.6639e-11 1.4674e-11 1.3789e-11 1.5034e-11 1.9408e-11 1.8227e-11 1.2517e-11 1.7743e-11 2.0396e-11 1.4714e-11 1.3686e-11 8.7103e-12 1.1525e-11 2.5249e-11 1.4785e-11 1.3608e-11 1.534e-11 2.2117e-11 1.8585e-11 1.1437e-11 1.3633e-11 1.6148e-11 1.1481e-11 1.8715e-11 1.0922e-11 6.0007e-12 1.0293e-11 1.0094e-11 8.0935e-12 6.9848e-12 7.6953e-12 5.2418e-12 9.8146e-12 8.3709e-12 5.5806e-12 6.4211e-12 7.2395e-12 6.1154e-12 6.0245e-12 5.8601e-12 7.502e-12 5.2283e-12 4.2913e-12 4.2809e-12 6.7792e-12 8.4568e-12 6.3945e-12 8.0853e-12 1.2056e-11 6.3109e-12 1.0346e-11 7.1011e-12 7.5381e-12 1.1016e-11 6.3695e-12 1.079e-11 9.1328e-12 9.5847e-12 6.2336e-12 8.4973e-12 1.0895e-11 7.9944e-12 5.6229e-12 8.9995e-12 7.8641e-12 9.4222e-12 7.2163e-12 9.056e-12 6.8316e-12 6.441e-12 4.9941e-12 9.2691e-12 7.617e-12 6.8356e-12 7.2635e-12 4.2451e-12 3.3141e-12 2.6679e-12 2.8416e-12 3.0068e-12 2.9271e-12 3.3752e-12 2.8114e-12 2.594e-12 2.5457e-12 3.8578e-12 2.7008e-12 2.8632e-12 2.6626e-12 2.2737e-12
