0 -1.564 -1.564
0 -1.3622 -1.3622
0 -1.0595 -1.0595
0 -0.65587 -0.65587
0 -1.3622 -1.3622
0 -1.2613 -1.2613
0 -0.25226 -0.25226
0 -1.4631 -1.4631
0 -1.0595 -1.0595
0 0.1009 0.1009
0 -1.8163 -1.8163
0 -0.50451 -0.50451
0 0.35316 0.35316
0 0.85767 0.85767
0 0.85767 0.85767
0 0.90813 0.90813
0 0.90813 0.90813
0.050451 0.60542 0.60542
0 1.1604 1.1604
0 1.1604 1.1604
0 1.4126 1.4126
0 1.4126 1.4126
0.050451 -0.30271 -0.30271
-0.25226 -0.80722 -0.80722
0.30271 -0.70632 -0.70632
0 1.5135 1.5135
0 1.5135 1.5135
-0.050451 1.009 1.009
0 1.9172 1.9172
0 1.9172 1.9172
0 1.9676 1.9676
0 2.0181 2.0181
0 -1.8163 -1.8163
-0.1009 -0.40361 -0.40361
0 1.3622 1.3622
0 1.3622 1.3622
0 0.70632 0.70632
0 0.70632 0.70632
0 -1.2108 -1.2108
-0.050451 -0.70632 -0.70632
0 0.15135 0.15135
0 0.15135 0.15135
0.55497 -1.564 -1.564
-0.25226 -2.2199 -2.2199
0 -0.55497 -0.55497
-0.45406 -1.8667 -1.8667
-0.45406 -1.4631 -1.4631
0.40361 -1.3117 -1.3117
0 0.050451 0.050451
0.85767 -1.3622 -1.3622
1.009 -3.1784 -3.1784
-2.0181 -0.1009 -0.1009
0 0.55497 0.55497
0 0.55497 0.55497
-0.60542 -1.9172 -1.9172
0 0.60542 0.60542
1.8667 -0.15135 -0.15135
0.25226 -1.564 -1.564
-0.20181 0.95858 0.95858
-0.20181 1.009 1.009
0.20181 0.80722 0.80722
0.25226 0.80722 0.80722
0 1.0595 1.0595
-1.9172 -0.50451 -0.50451
-0.30271 0.70632 0.70632
-0.30271 0.70632 0.70632
-0.1009 -1.1099 -1.1099
0.30271 0.90813 0.90813
0.30271 0.90813 0.90813
1.1604 -0.45406 -0.45406
