1.4135e-11 1.4295e-11 1.6418e-11 1.2476e-11 1.8834e-11 1.9191e-11 1.6626e-11 1.4045e-11 1.1947e-11 1.6652e-11 1.385e-11 1.9472e-11 1.5507e-11 7.6307e-12 1.635e-11 1.6431e-11 1.755e-11 1.079e-11 9.7686e-12 1.6572e-11 8.711e-12 7.8338e-12 9.2073e-12 5.3469e-12 6.8221e-12 7.8989e-12 9.5066e-12 7.1058e-12 8.062e-12 6.2898e-12 5.5568e-12 7.3859e-12 6.987e-12 1.3272e-11 7.0314e-12 5.7022e-12 5.8401e-12 6.3438e-12 5.3426e-12 4.9427e-12 4.0128e-12 5.0564e-12 3.1353e-12 3.0651e-12 4.1805e-12 2.4988e-12 3.4804e-12 3.4737e-12
2.3174e-11 1.7363e-11 1.7265e-11 1.5754e-11 1.3799e-11 1.1944e-11 1.4815e-11 1.7373e-11 2.7433e-11 1.5331e-11 1.6009e-11 1.3462e-11 1.6831e-11 1.2048e-11 2.0543e-11 2.1927e-11 1.1193e-11 1.4826e-11 1.7031e-11 2.0572e-11 1.0286e-11 8.4837e-12 1.174e-11 9.2469e-12 8.1745e-12 6.9607e-12 8.9297e-12 6.3971e-12 7.1029e-12 6.9299e-12 7.101e-12 6.5189e-12 6.9722e-12 5.3429e-12 6.3772e-12 5.7821e-12 5.3873e-12 4.7237e-12 5.2355e-12 5.2449e-12 4.4359e-12 3.8209e-12 4.0864e-12 3.8062e-12 3.3285e-12 2.7059e-12 4.0576e-12 4.3906e-12
2.1264e-11 2.1124e-11 1.8781e-11 1.241e-11 2.2114e-11 1.5924e-11 1.9715e-11 1.3464e-11 1.5459e-11 1.4215e-11 1.168e-11 1.8099e-11 1.7227e-11 1.2063e-11 1.0879e-11 2.075e-11 9.8757e-12 1.094e-11 1.2186e-11 1.0949e-11 1.0598e-11 6.7921e-12 7.6678e-12 7.1827e-12 1.0877e-11 6.3643e-12 6.0632e-12 8.5324e-12 8.2572e-12 7.7757e-12 7.5897e-12 7.8851e-12 6.067e-12 1.0721e-11 6.2639e-12 5.3541e-12 4.1332e-12 3.6374e-12 5.4665e-12 4.9555e-12 4.2973e-12 3.5771e-12 3.2295e-12 3.5602e-12 3.3447e-12 3.3373e-12 2.965e-12 2.9571e-12
2.2771e-11 1.2822e-11 1.3393e-11 1.5692e-11 1.7182e-11 1.0485e-11 1.3454e-11 1.5637e-11 1.3975e-11 1.5381e-11 1.2558e-11 1.8418e-11 1.2667e-11 1.3949e-11 1.6853e-11 1.8345e-11 1.1094e-11 1.4744e-11 1.8327e-11 1.2699e-11 7.5128e-12 9.0863e-12 7.1293e-12 1.1062e-11 7.4013e-12 7.2069e-12 8.7108e-12 5.7629e-12 8.3159e-12 8.1377e-12 1.0109e-11 7.1139e-12 9.055e-12 7.6004e-12 6.9671e-12 5.7333e-12 5.5476e-12 4.5895e-12 4.729e-12 5.0086e-12 5.553e-12 4.653e-12 4.2665e-12 3.8613e-12 2.8483e-12 2.7402e-12 3.4818e-12 3.6524e-12
1.5556e-11 1.7903e-12 1.753e-11 1.2151e-11 2.2055e-11 2.7149e-11 1.6647e-11 1.6612e-11 1.4734e-11 1.6633e-11 2.2038e-11 1.4173e-11 1.5891e-11 1.3386e-11 1.6709e-11 1.2913e-11 1.1449e-11 8.647e-12 9.8065e-12 1.1057e-11 8.7792e-12 8.5084e-12 8.7273e-12 8.3199e-12 7.5016e-12 7.762e-12 6.3872e-12 8.5078e-12 6.233e-12 6.0777e-12 7.7621e-12 8.838e-12 1.2159e-11 8.1597e-12 5.3114e-12 5.8046e-12 8.656e-12 5.3201e-12 3.8577e-12 5.7142e-12 4.7404e-12 3.9154e-12 4.1046e-12 3.5095e-12 3.6775e-12 3.4854e-12 3.6709e-12 2.3939e-12
1.737e-11 2.5347e-11 2.3554e-11 1.7548e-11 1.5296e-11 1.63e-11 2.2463e-11 1.4532e-11 1.6059e-11 1.5735e-11 1.2154e-11 2.2908e-11 1.4893e-11 1.2512e-11 1.5447e-11 1.7893e-11 7.2289e-12 8.4163e-12 1.0223e-11 1.09e-11 1.4923e-11 7.8403e-12 6.5588e-12 6.391e-12 7.4499e-12 8.2211e-12 7.691e-12 8.1296e-12 7.3423e-12 7.196e-12 7.0491e-12 6.5874e-12 1.0841e-11 7.7116e-12 6.7405e-12 7.3108e-12 4.7689e-12 5.2724e-12 5.5794e-12 4.2062e-12 3.6096e-12 3.6888e-12 4.4689e-12 3.6833e-12 3.0414e-12 3.8118e-12 3.523e-12 2.8144e-12
2.8259e-12 1.8228e-11 1.7486e-11 1.4372e-11 1.3443e-11 1.4232e-11 1.5482e-11 1.4522e-11 1.5706e-11 1.7046e-11 1.6017e-11 1.9712e-11 7.5243e-12 1.1275e-11 1.5411e-11 1.3605e-11 1.5362e-11 1.045e-11 1.992e-11 1.6453e-11 8.2434e-12 8.8465e-12 9.4238e-12 7.7247e-12 6.1284e-12 7.1458e-12 7.0759e-12 5.8035e-12 7.3519e-12 5.9486e-12 8.8266e-12 7.8307e-12 6.4285e-12 7.256e-12 8.9962e-12 6.7454e-12 4.8733e-12 4.4124e-12 5.6171e-12 7.0342e-12 4.7655e-12 6.0428e-12 3.0201e-12 3.4132e-12 3.8178e-12 2.8595e-12 3.7141e-12 3.1193e-12
4.2456e-11 2.0874e-11 1.9498e-11 2.1082e-11 1.5902e-11 1.2425e-11 1.5382e-11 1.0286e-11 1.4947e-11 1.7862e-11 1.6053e-11 1.9499e-11 1.1404e-11 1.8453e-11 1.386e-11 1.4752e-11 1.6106e-11 1.6554e-11 1.1701e-11 1.7525e-11 1.947e-11 9.6375e-12 7.222e-12 9.2117e-12 9.6031e-12 1.1989e-11 5.1925e-12 7.194e-12 7.4611e-12 7.3864e-12 4.1932e-12 1.2675e-11 1.0434e-11 7.221e-12 6.1273e-12 6.9723e-12 1.1563e-11 4.0456e-12 6.615e-12 5.0655e-12 5.5273e-12 5.7663e-12 2.5325e-12 4.0013e-12 2.555e-12 2.0116e-12 3.419e-12 2.6315e-12
6.4631e-12 3.9975e-11 2.4552e-11 1.4381e-11 1.4869e-11 2.312e-11 1.9691e-11 1.4714e-11 1.1743e-11 8.8433e-12 1.5945e-11 1.5649e-11 1.7413e-11 1.9159e-11 2.1486e-11 1.1129e-11 1.1056e-11 2.3746e-11 1.1806e-11 8.9917e-12 1.6664e-11 1.4442e-11 6.3634e-12 8.7007e-12 1.1834e-11 8.9923e-12 7.2136e-12 6.928e-12 5.2889e-12 4.2292e-12 5.4938e-12 7.0416e-12 9.153e-12 9.2636e-12 6.0551e-12 5.0337e-12 7.1335e-12 6.4648e-12 6.1526e-12 4.606e-12 4.2548e-12 4.7839e-12 3.6886e-12 3.6747e-12 2.5824e-12 2.3795e-12 2.9962e-12 3.1781e-12
5.1104e-11 2.2946e-11 2.3503e-12 1.7023e-11 1.6455e-11 1.2035e-11 2.0223e-11 1.0621e-11 1.0143e-11 1.5169e-11 1.5034e-11 1.5923e-11 1.7327e-11 1.7042e-11 1.1861e-11 1.5451e-11 1.4508e-11 1.3941e-11 1.2263e-11 1.1166e-11 1.6094e-11 6.7891e-12 1.0394e-11 9.107e-12 1.3041e-11 7.4592e-12 5.2462e-12 4.6557e-12 6.0855e-12 4.9609e-12 4.9638e-12 9.3282e-12 6.7607e-12 8.2692e-12 8.9558e-12 8.7604e-12 5.327e-12 5.8554e-12 5.179e-12 5.1183e-12 5.3295e-12 6.3389e-12 3.4157e-12 2.5682e-12 2.9761e-12 3.5455e-12 3.4594e-12 3.3886e-12
