2.7969e-11 1.9749e-11 1.9095e-11 2.0564e-11 1.634e-11 1.8014e-11 1.8058e-11 1.6451e-11 1.2689e-11 1.4601e-11 1.2155e-11 1.5593e-11 2.3025e-11 1.8709e-11 1.2036e-11 1.8456e-11 1.8472e-11 1.3792e-11 1.2733e-11 1.6411e-11 1.8029e-11 2.0789e-11 1.086e-11 1.3239e-11 1.7253e-11 1.5741e-11 2.0513e-11 2.3149e-11 1.1613e-11 1.8031e-11 1.1992e-11 1.1374e-11 1.4026e-11 2.0464e-11 2.1994e-11 9.4004e-12 1.9963e-11 1.2339e-11 1.4393e-11 1.5238e-11 1.871e-11 1.0477e-11 1.9137e-11 1.9928e-11 1.3045e-11 1.4492e-11 1.5865e-11 1.0488e-11 1.0901e-11 1.3337e-11 1.1759e-11 9.7527e-12 8.8098e-12 1.0063e-11 8.6573e-12 1.2877e-11 1.8027e-11 7.957e-12 1.0461e-11 7.0728e-12 1.1348e-11 6.939e-12 1.212e-11 1.0733e-11 8.8186e-12 7.2627e-12 8.9828e-12 1.7793e-11 1.194e-11 1.0111e-11 7.1143e-12 9.6478e-12 6.3921e-12 7.8424e-12 8.1806e-12 8.7994e-12 8.0449e-12 6.677e-12 9.9676e-12 8.898e-12 5.8649e-12 7.6249e-12 1.4631e-11 9.4127e-12 6.0498e-12 8.142e-12 5.6611e-12 9.8479e-12 1.6477e-11 5.7412e-12 9.8954e-12 9.4144e-12 8.9392e-12 8.8843e-12 8.7488e-12 8.7626e-12 9.8244e-12 7.8267e-12 6.7522e-12 9.9045e-12 1.3595e-11 1.1919e-11 8.9531e-12 9.7071e-12 1.0413e-11 8.3388e-12 1.1126e-11 8.4034e-12 7.6337e-12 8.7898e-12 8.579e-12 9.5748e-12 7.7773e-12 7.8639e-12 7.1521e-12 7.8809e-12 5.507e-12 3.9984e-12 9.2355e-12 7.8285e-12 8.3231e-12 5.8148e-12 4.3003e-12 3.8686e-12 4.9912e-12 5.6336e-12 5.029e-12 4.0166e-12 3.4025e-12 4.1905e-12 3.3083e-12 4.6604e-12 3.5205e-12 3.7753e-12 5.5839e-12 2.9811e-12 3.3158e-12 2.8835e-12 3.1972e-12 4.0297e-12 3.893e-12 3.9886e-12 4.8817e-12 3.6289e-12
1.8618e-11 1.9686e-11 1.362e-11 1.5514e-11 1.5866e-11 1.2993e-11 1.1397e-11 1.7721e-11 1.9357e-11 1.2717e-11 1.2615e-11 1.2752e-11 2.6153e-11 2.0224e-11 1.5519e-11 1.0086e-11 1.6329e-11 1.8434e-11 1.0881e-11 1.4452e-11 1.4662e-11 9.7479e-12 1.4895e-11 1.1516e-11 1.6207e-11 1.2424e-11 1.4534e-11 1.2164e-11 1.9346e-11 9.9027e-12 1.9231e-11 2.101e-11 1.0805e-11 1.2117e-11 2.2313e-11 2.5107e-11 1.6541e-11 1.5468e-11 1.9634e-11 1.3156e-11 1.146e-11 1.5974e-11 1.3975e-11 1.1353e-11 2.1772e-11 9.9945e-12 1.4915e-11 1.564e-11 1.0408e-11 1.1921e-11 1.9429e-11 1.0177e-11 2.261e-11 1.5132e-11 2.5067e-11 8.1228e-12 1.6589e-11 9.9478e-12 1.2489e-11 1.0172e-11 9.369e-12 7.6907e-12 1.3596e-11 8.4218e-12 1.3851e-11 9.7678e-12 6.6973e-12 7.6047e-12 6.6348e-12 7.6345e-12 9.1162e-12 8.3574e-12 6.0697e-12 7.4837e-12 6.6029e-12 5.9875e-12 6.6122e-12 5.4647e-12 5.2034e-12 4.7198e-12 5.055e-12 5.8584e-12 5.5954e-12 7.1208e-12 7.966e-12 1.0204e-11 8.7857e-12 1.2087e-11 1.5389e-11 7.8136e-12 6.3345e-12 7.4559e-12 8.2149e-12 1.1378e-11 9.4976e-12 8.9119e-12 8.5414e-12 7.8302e-12 9.5645e-12 9.8162e-12 7.8413e-12 6.1466e-12 7.8955e-12 8.7897e-12 1.1689e-11 1.0611e-11 7.843e-12 1.4353e-11 7.1494e-12 7.7134e-12 6.907e-12 6.8958e-12 1.2256e-11 7.5939e-12 4.5187e-12 6.1619e-12 7.0589e-12 5.8719e-12 7.1745e-12 8.2886e-12 8.1251e-12 9.2403e-12 7.6412e-12 5.5476e-12 5.0077e-12 4.4751e-12 4.2895e-12 4.1314e-12 3.7291e-12 3.9869e-12 2.6043e-12 3.1352e-12 3.7261e-12 3.6477e-12 3.1014e-12 2.3397e-12 3.0151e-12 3.4896e-12 3.1919e-12 3.1111e-12 2.7628e-12 2.7901e-12 2.9903e-12 3.2106e-12
1.8647e-11 1.769e-11 2.1481e-11 1.9378e-11 1.8455e-11 1.3778e-11 1.4717e-11 1.2157e-11 1.8452e-11 1.4504e-11 1.6295e-11 1.2859e-11 1.464e-11 1.7164e-11 1.3179e-11 1.0526e-11 1.0993e-11 2.0052e-11 1.5424e-11 1.4475e-11 1.5186e-11 1.7155e-11 1.6162e-11 1.1922e-11 2.028e-11 1.7769e-11 1.1298e-11 1.4045e-11 1.9322e-11 1.2186e-11 1.5357e-11 1.3238e-11 1.7129e-11 1.1544e-11 1.2444e-11 7.2371e-12 2.3527e-11 1.6476e-11 1.1655e-11 1.8228e-11 1.594e-11 1.2914e-11 1.4293e-11 1.348e-11 7.1099e-12 1.6184e-11 1.1866e-11 1.3949e-11 9.2423e-12 1.3015e-11 1.4095e-11 1.0462e-11 1.211e-11 1.1468e-11 1.4424e-11 1.1446e-11 1.0463e-11 1.2555e-11 1.9951e-11 1.5505e-11 1.6685e-11 1.3953e-11 9.5581e-12 1.0187e-11 1.3453e-11 6.6475e-12 8.372e-12 9.0207e-12 6.6159e-12 1.1852e-11 7.4362e-12 9.026e-12 7.8422e-12 6.0242e-12 7.5309e-12 6.3868e-12 5.9402e-12 7.7661e-12 6.6068e-12 7.7701e-12 5.6077e-12 6.5494e-12 7.8642e-12 5.6431e-12 5.8866e-12 5.6421e-12 1.0502e-11 8.5673e-12 8.9335e-12 9.313e-12 1.0065e-11 1.3269e-11 6.7661e-12 9.8897e-12 6.9414e-12 8.5856e-12 8.6292e-12 9.3046e-12 1.1403e-11 5.7602e-12 7.9685e-12 6.3271e-12 8.3828e-12 7.8964e-12 1.1431e-11 6.1197e-12 1.0428e-11 1.5487e-11 6.7002e-12 5.9629e-12 7.7357e-12 6.304e-12 7.509e-12 8.3107e-12 6.8082e-12 6.8514e-12 4.467e-12 8.4679e-12 8.1553e-12 5.5036e-12 8.7624e-12 7.6201e-12 6.0246e-12 4.4885e-12 5.1686e-12 4.5569e-12 4.0261e-12 4.0597e-12 4.4475e-12 4.735e-12 3.5589e-12 3.3646e-12 4.8193e-12 4.2324e-12 4.1987e-12 3.3232e-12 3.3792e-12 2.9805e-12 3.5546e-12 2.6712e-12 3.5054e-12 2.7858e-12 3.1512e-12 2.5886e-12
2.8274e-11 2.0296e-11 2.185e-11 2.553e-11 1.4904e-11 1.2454e-11 1.756e-11 1.671e-11 1.2677e-11 1.5777e-11 1.2546e-11 1.7233e-11 1.49e-11 1.5982e-11 1.0038e-11 7.1996e-12 1.4815e-11 1.4458e-11 1.2815e-11 1.4438e-11 1.5606e-11 1.5124e-11 1.5605e-11 1.1569e-11 8.6041e-12 9.9613e-12 1.0312e-11 1.1165e-11 1.7728e-11 1.0712e-11 1.3075e-11 1.0665e-11 1.2452e-11 1.0605e-11 1.5125e-11 1.4816e-11 1.2817e-11 2.688e-11 1.1435e-11 1.4068e-11 1.7679e-11 1.6358e-11 1.0813e-11 1.0296e-11 1.4985e-11 8.0876e-12 2.3618e-11 1.2471e-11 7.5715e-12 1.2467e-11 1.1755e-11 1.3455e-11 1.9129e-11 1.0492e-11 1.1872e-11 9.0111e-12 1.7817e-11 1.087e-11 1.6623e-11 9.6407e-12 1.2668e-11 7.1678e-12 9.7482e-12 1.3709e-11 7.372e-12 8.3752e-12 8.7326e-12 9.9563e-12 6.7523e-12 6.9426e-12 1.064e-11 6.0117e-12 9.847e-12 5.3935e-12 9.2698e-12 7.2429e-12 5.9524e-12 5.4543e-12 6.8725e-12 5.8517e-12 6.2298e-12 5.7508e-12 6.6874e-12 5.3762e-12 4.8916e-12 1.1858e-11 1.2766e-11 8.6398e-12 8.7584e-12 8.3199e-12 7.7649e-12 6.5973e-12 1.0284e-11 8.1941e-12 6.7853e-12 8.2153e-12 1.2634e-11 7.2577e-12 6.4075e-12 8.174e-12 8.7993e-12 9.3736e-12 8.651e-12 8.4043e-12 1.1597e-11 1.0559e-11 6.6208e-12 1.0194e-11 9.3324e-12 9.8737e-12 6.7961e-12 7.5535e-12 6.6887e-12 5.2485e-12 6.1131e-12 6.1202e-12 6.3468e-12 1.0007e-11 5.3632e-12 6.9045e-12 9.5541e-12 5.3831e-12 4.4428e-12 5.5384e-12 6.4548e-12 4.7506e-12 5.7752e-12 3.6274e-12 3.8098e-12 3.6262e-12 3.8131e-12 3.1315e-12 4.8224e-12 3.0003e-12 3.1834e-12 2.8492e-12 2.6716e-12 3.1438e-12 3.9e-12 2.8768e-12 3.6275e-12 2.3366e-12 3.0009e-12 3.9027e-12
2.0941e-11 1.3227e-11 1.6473e-11 1.7673e-11 1.8088e-11 1.8028e-11 2.1039e-11 1.298e-11 1.2066e-11 1.6504e-11 1.3275e-11 1.7459e-11 1.1469e-11 1.7525e-11 1.6842e-11 1.5104e-11 1.5732e-11 1.7143e-11 1.4988e-11 1.8667e-11 1.3232e-11 1.7715e-11 1.6927e-11 1.6774e-11 2.1214e-11 1.6322e-11 1.6679e-11 1.6577e-11 8.2635e-12 1.3526e-11 1.6166e-11 1.4841e-11 9.7676e-12 1.3204e-11 1.8173e-11 9.7545e-12 1.613e-11 1.7564e-11 1.4376e-11 2.2085e-11 1.5081e-11 8.4803e-12 1.6419e-11 1.6972e-11 1.4298e-11 1.6198e-11 1.4684e-11 1.1782e-11 1.6304e-11 1.6365e-11 8.8814e-12 1.2403e-11 9.2509e-12 1.4141e-11 7.6319e-12 1.4925e-11 1.104e-11 7.5218e-12 1.0677e-11 7.4492e-12 1.1233e-11 1.3066e-11 1.2048e-11 1.0699e-11 8.4929e-12 6.85e-12 9.5686e-12 7.8383e-12 6.9967e-12 7.4543e-12 9.1187e-12 6.4768e-12 6.6798e-12 7.237e-12 5.8826e-12 7.0232e-12 6.8189e-12 5.1251e-12 7.6882e-12 8.2092e-12 9.8326e-12 9.0571e-12 7.6671e-12 9.3504e-12 8.5887e-12 8.9049e-12 5.1063e-12 9.5933e-12 8.3033e-12 6.8196e-12 7.2571e-12 8.4533e-12 1.4837e-11 9.1518e-12 8.2983e-12 6.9869e-12 1.004e-11 6.7916e-12 6.265e-12 9.3548e-12 1.5102e-11 1.7752e-11 9.5324e-12 7.5704e-12 9.0778e-12 8.5414e-12 1.1634e-11 1.1089e-11 7.7283e-12 7.9016e-12 1.0305e-11 8.306e-12 9.7668e-12 7.269e-12 7.1519e-12 6.665e-12 6.1921e-12 4.5746e-12 9.0059e-12 7.4057e-12 5.9107e-12 8.9218e-12 5.1388e-12 4.206e-12 3.8232e-12 3.8818e-12 4.032e-12 3.4599e-12 3.7148e-12 6.0146e-12 3.5509e-12 5.0781e-12 4.8719e-12 3.6134e-12 3.3404e-12 3.2241e-12 3.0836e-12 3.3226e-12 2.8943e-12 4.6612e-12 4.2009e-12 3.477e-12 4.0171e-12 3.2771e-12
1.4786e-11 1.4861e-11 1.5407e-11 1.5253e-11 1.2211e-11 1.3052e-11 1.9842e-11 1.9038e-11 1.8695e-11 1.0115e-11 1.6174e-11 1.3526e-11 1.8598e-11 1.4189e-11 1.2493e-11 1.2026e-11 1.4018e-11 1.3062e-11 1.6901e-11 1.3287e-11 1.56e-11 1.103e-11 2.4759e-11 1.4212e-11 1.3035e-11 1.8412e-11 1.2092e-11 2.0443e-11 1.3734e-11 1.1894e-11 1.6602e-11 1.7052e-11 1.7127e-11 1.7052e-11 1.6219e-11 1.6532e-11 1.7325e-11 1.2573e-11 1.5622e-11 1.8437e-11 1.3757e-11 1.1161e-11 1.5624e-11 1.4183e-11 2.1418e-11 1.473e-11 1.0033e-11 7.7525e-12 1.7007e-11 1.3823e-11 1.0437e-11 9.9265e-12 9.2069e-12 7.4373e-12 8.8823e-12 8.163e-12 1.4336e-11 8.6859e-12 8.8139e-12 8.955e-12 9.1776e-12 9.2923e-12 7.3388e-12 8.5311e-12 8.9387e-12 1.186e-11 1.1033e-11 1.3003e-11 8.5522e-12 8.8972e-12 9.9114e-12 1.0534e-11 7.4475e-12 7.8344e-12 7.2478e-12 9.9066e-12 8.3729e-12 8.7574e-12 8.8989e-12 6.7344e-12 1.0632e-11 5.9998e-12 9.3242e-12 5.0231e-12 6.923e-12 8.8106e-12 6.9881e-12 9.1132e-12 7.3502e-12 6.4377e-12 8.5575e-12 8.278e-12 6.8312e-12 6.6363e-12 1.1934e-11 6.5956e-12 7.2734e-12 1.4958e-11 6.7415e-12 7.6474e-12 9.0585e-12 8.062e-12 7.539e-12 7.3252e-12 6.9953e-12 7.9765e-12 6.2262e-12 8.4102e-12 6.9568e-12 1.0259e-11 8.4563e-12 7.0164e-12 6.8202e-12 6.9682e-12 7.3227e-12 5.1231e-12 5.717e-12 6.0824e-12 6.7901e-12 5.2452e-12 6.6054e-12 6.6804e-12 4.6913e-12 4.6969e-12 4.0627e-12 3.763e-12 3.7793e-12 3.8008e-12 3.0578e-12 4.076e-12 2.7051e-12 3.3879e-12 4.5436e-12 3.1367e-12 4.2649e-12 2.8556e-12 3.0255e-12 3.8895e-12 3.5107e-12 4.1686e-12 3.2785e-12 3.2751e-12 3.9931e-12 3.8364e-12
3.2314e-12 1.6986e-11 2.3869e-11 2.2297e-11 1.532e-11 1.8772e-11 1.6943e-11 1.6976e-11 2.1267e-11 1.7178e-11 1.2933e-11 1.0899e-11 1.2575e-11 1.155e-11 1.8732e-11 9.9341e-12 1.4947e-11 1.8823e-11 1.955e-11 1.4137e-11 2.0831e-11 9.2444e-12 1.4039e-11 1.0734e-11 1.1919e-11 8.8075e-12 2.2811e-11 1.2139e-11 1.0887e-11 1.0724e-11 1.3593e-11 1.4629e-11 1.0135e-11 1.2217e-11 1.5225e-11 1.2645e-11 1.2763e-11 1.3176e-11 1.6699e-11 1.5543e-11 1.238e-11 1.5714e-11 1.1601e-11 9.1478e-12 1.6364e-11 8.8799e-12 1.9001e-11 2.1984e-11 1.5727e-11 1.3571e-11 1.1571e-11 1.3117e-11 1.4069e-11 8.5314e-12 1.8155e-11 8.8864e-12 1.9044e-11 9.2211e-12 1.5027e-11 1.5079e-11 1.1451e-11 1.0464e-11 8.6447e-12 6.8054e-12 8.4819e-12 7.1748e-12 9.4304e-12 1.1261e-11 5.3244e-12 7.9592e-12 1.1274e-11 6.5388e-12 6.3156e-12 5.1615e-12 6.2524e-12 6.8146e-12 6.1026e-12 6.3829e-12 5.2198e-12 5.7201e-12 7.1951e-12 6.4758e-12 5.2805e-12 6.5444e-12 5.3967e-12 8.4754e-12 8.115e-12 7.3322e-12 8.697e-12 1.0744e-11 8.3174e-12 7.9881e-12 7.8643e-12 1.2069e-11 1.4362e-11 8.141e-12 1.3829e-11 9.9382e-12 8.7963e-12 1.0956e-11 6.2735e-12 8.1671e-12 9.3341e-12 9.6648e-12 8.549e-12 8.876e-12 6.99e-12 9.9794e-12 5.7822e-12 9.4019e-12 6.4609e-12 6.9203e-12 1.1219e-11 6.8409e-12 5.6757e-12 5.478e-12 7.2485e-12 9.1124e-12 9.8036e-12 7.339e-12 7.8517e-12 9.6112e-12 5.3934e-12 8.1603e-12 6.0287e-12 4.2571e-12 3.8165e-12 3.5772e-12 3.8489e-12 2.9739e-12 2.8365e-12 3.6893e-12 3.1165e-12 3.0322e-12 3.7063e-12 2.8177e-12 3.5283e-12 3.4596e-12 2.8948e-12 3.1473e-12 3.3542e-12 3.392e-12 3.5738e-12 2.741e-12
3.8668e-11 3.7407e-11 2.4291e-11 2.5786e-11 2.976e-11 3.4454e-11 1.5196e-11 2.2877e-12 2.306e-11 1.5842e-11 1.7587e-11 1.8261e-11 1.5017e-11 1.9109e-11 1.3731e-11 1.0097e-11 1.2536e-11 1.2204e-11 1.4127e-11 1.113e-11 1.2112e-11 1.1232e-11 1.2625e-11 9.3545e-12 1.3756e-11 1.6187e-11 1.3587e-11 1.9452e-11 1.0489e-11 1.268e-11 1.4919e-11 1.3973e-11 1.5469e-11 1.633e-11 1.9878e-11 1.3006e-11 1.1244e-11 1.2063e-11 1.1944e-11 1.2924e-11 1.321e-11 1.2136e-11 1.2343e-11 1.4572e-11 1.4105e-11 1.4798e-11 1.0286e-11 1.379e-11 2.2004e-11 1.2582e-11 1.2015e-11 2.5304e-11 1.7918e-11 8.1967e-12 1.9551e-11 1.5392e-11 1.4197e-11 1.0452e-11 1.3087e-11 1.1092e-11 1.4592e-11 1.768e-11 1.391e-11 1.0607e-11 1.9174e-11 1.6037e-11 8.2581e-12 6.907e-12 9.3806e-12 7.5186e-12 9.8725e-12 1.1525e-11 9.035e-12 7.0602e-12 8.0503e-12 8.418e-12 7.4707e-12 4.6218e-12 5.5789e-12 6.8347e-12 6.4636e-12 6.0254e-12 5.4818e-12 4.5011e-12 4.6884e-12 5.7645e-12 5.0327e-12 7.604e-12 7.9783e-12 6.9599e-12 7.5528e-12 8.4505e-12 7.8044e-12 1.0121e-11 6.7173e-12 9.3045e-12 1.435e-11 6.7115e-12 7.4193e-12 6.6855e-12 7.1581e-12 1.0697e-11 7.9276e-12 8.1299e-12 1.0195e-11 1.1343e-11 8.6673e-12 6.8013e-12 9.8321e-12 8.3504e-12 9.5233e-12 9.0929e-12 7.3566e-12 7.0618e-12 8.6848e-12 7.5593e-12 6.9911e-12 1.0104e-11 7.7572e-12 5.569e-12 7.4431e-12 8.6554e-12 9.6187e-12 6.8647e-12 7.7677e-12 5.6273e-12 4.4328e-12 3.5168e-12 3.4388e-12 3.0451e-12 4.0607e-12 4.1907e-12 2.3949e-12 3.7154e-12 3.1135e-12 2.842e-12 2.7744e-12 3.066e-12 2.5061e-12 2.4257e-12 3.1907e-12 2.8346e-12 2.8798e-12 2.0008e-12
5.7324e-12 3.038e-11 8.9544e-12 3.5115e-11 4.8065e-12 2.7118e-11 1.9264e-11 2.5263e-11 4.5637e-12 2.2206e-11 2.161e-11 1.6231e-11 1.1204e-11 1.5384e-11 1.4225e-11 1.6239e-11 2.1399e-11 1.858e-11 1.3067e-11 3.9542e-12 1.5421e-11 1.0542e-11 1.0994e-11 1.2847e-11 1.3661e-11 1.1768e-11 1.3619e-11 1.1272e-11 1.286e-11 1.4564e-11 1.5947e-11 1.3494e-11 1.4635e-11 1.7106e-11 1.7739e-11 1.7665e-11 2.7135e-11 1.1572e-11 1.9805e-11 2.4017e-11 1.2778e-11 1.2187e-11 2.7607e-11 1.8941e-11 1.7701e-11 1.7145e-11 1.4014e-11 1.7078e-11 1.3958e-11 2.0304e-11 1.7287e-11 9.2815e-12 2.1086e-11 1.5662e-11 2.4277e-11 1.7686e-11 1.6129e-11 1.2915e-11 2.1734e-11 1.5376e-11 8.4556e-12 1.2455e-11 9.5662e-12 1.2838e-11 1.0213e-11 1.6547e-11 1.2406e-11 2.0593e-11 7.5622e-12 7.4936e-12 8.7454e-12 1.0367e-11 6.3343e-12 8.0321e-12 8.6186e-12 8.569e-12 5.9561e-12 6.3114e-12 6.3202e-12 5.6056e-12 4.7087e-12 4.9018e-12 4.3008e-12 4.1854e-12 6.9093e-12 5.1125e-12 6.7175e-12 4.005e-12 4.1059e-12 3.9471e-12 5.5521e-12 9.1105e-12 5.5948e-12 1.027e-11 1.0594e-11 8.0442e-12 7.3493e-12 1.0424e-11 1.047e-11 5.9181e-12 1.0656e-11 9.6916e-12 7.1114e-12 1.2352e-11 9.3898e-12 1.3837e-11 9.3321e-12 7.6131e-12 8.5464e-12 1.074e-11 1.0145e-11 9.4643e-12 1.2345e-11 5.7376e-12 9.4685e-12 9.1443e-12 9.8369e-12 9.5596e-12 9.8258e-12 7.0851e-12 5.9499e-12 6.4544e-12 5.2212e-12 7.6626e-12 5.3964e-12 5.4921e-12 4.6311e-12 4.5788e-12 4.3586e-12 3.3955e-12 3.1685e-12 2.8275e-12 3.4767e-12 3.3361e-12 2.8992e-12 2.5547e-12 2.0387e-12 2.2181e-12 3.5253e-12 2.3325e-12 3.0787e-12 2.551e-12 1.3758e-12 1.6888e-12
4.0546e-11 5.8553e-12 2.5287e-11 4.7485e-12 2.0042e-11 1.9131e-11 2.1632e-11 1.9181e-11 1.5488e-11 1.7919e-11 1.7235e-11 1.4878e-11 2.2341e-11 1.8722e-11 1.4356e-11 1.0257e-11 1.4691e-11 1.4259e-11 1.5207e-11 1.45e-11 1.2621e-11 1.2168e-11 1.5672e-11 9.1979e-12 1.5697e-11 1.1819e-11 1.1637e-11 2.1825e-11 1.6954e-11 1.2443e-11 1.647e-11 1.9669e-11 1.419e-11 1.3574e-11 1.9309e-11 1.6892e-11 1.194e-11 1.7316e-11 9.169e-12 1.5952e-11 2.1535e-11 1.3351e-11 2.213e-11 1.7393e-11 1.5909e-11 1.5633e-11 1.4444e-11 1.5321e-11 1.4228e-11 1.2655e-11 1.0133e-11 1.246e-11 1.6249e-11 8.5368e-12 1.2792e-11 1.577e-11 1.2549e-11 9.4294e-12 1.5847e-11 2.2242e-11 1.9504e-11 1.6084e-11 1.2957e-11 1.2692e-11 1.7615e-11 1.7739e-11 8.1447e-12 7.3831e-12 8.684e-12 7.6858e-12 7.3524e-12 7.4945e-12 6.0565e-12 9.0089e-12 5.669e-12 6.0311e-12 5.6468e-12 5.4737e-12 6.8692e-12 7.4858e-12 4.9865e-12 5.0845e-12 7.4759e-12 4.8997e-12 4.814e-12 5.9077e-12 5.4024e-12 6.9178e-12 8.4522e-12 5.8232e-12 1.0643e-11 6.7453e-12 9.7281e-12 1.2199e-11 1.0948e-11 1.2021e-11 1.3021e-11 7.8303e-12 9.4095e-12 8.1242e-12 1.1959e-11 1.1092e-11 1.5942e-11 1.0559e-11 8.429e-12 1.3567e-11 7.0329e-12 5.7531e-12 8.4626e-12 1.1176e-11 7.9934e-12 9.505e-12 6.4932e-12 1.0812e-11 8.8544e-12 1.0328e-11 9.6974e-12 7.8803e-12 1.3236e-11 5.4723e-12 7.8041e-12 9.7287e-12 8.7136e-12 6.8512e-12 4.9226e-12 6.1941e-12 5.2028e-12 3.7711e-12 4.7143e-12 3.4006e-12 2.9325e-12 2.9222e-12 2.7798e-12 3.664e-12 3.3772e-12 2.967e-12 2.5912e-12 2.9482e-12 2.9207e-12 2.6372e-12 3.9093e-12 3.0455e-12 3.3148e-12 2.1442e-12
