# Sigma = 0.156333
      -22.3781428816        0.0000000000
      -22.1654298008        0.0000000000
      -21.9527167201        0.0000000000
      -21.7400036393        0.0000000001
      -21.5272905585        0.0000001162
      -21.3145774777        0.0000236750
      -21.1018643969        0.0008157804
      -20.8891513161        0.0067660057
      -20.6764382354        0.0341705411
      -20.4637251546        0.1314405030
      -20.2510120738        0.3130392292
      -20.0382989930        0.4979371462
      -19.8255859122        0.7372735721
      -19.6128728314        1.0543691112
      -19.4001597507        1.0519884519
      -19.1874466699        0.7949601896
      -18.9747335891        0.5396470427
      -18.7620205083        0.2891439632
      -18.5493074275        0.1405415122
      -18.3365943467        0.1154219942
      -18.1238812660        0.1239763170
      -17.9111681852        0.1487137268
      -17.6984551044        0.2022516562
      -17.4857420236        0.2341843237
      -17.2730289428        0.2819735563
      -17.0603158620        0.3140246464
      -16.8476027813        0.3267472301
      -16.6348897005        0.3380365568
      -16.4221766197        0.3673130782
      -16.2094635389        0.4162680312
      -15.9967504581        0.3499581646
      -15.7840373773        0.2127394573
      -15.5713242966        0.1536690342
      -15.3586112158        0.1816647189
      -15.1458981350        0.2902780116
      -14.9331850542        0.3779093418
      -14.7204719734        0.3227512730
      -14.5077588926        0.2581383663
      -14.2950458119        0.2367622827
      -14.0823327311        0.1950076274
      -13.8696196503        0.1581179356
      -13.6569065695        0.1945537640
      -13.4441934887        0.2024851079
      -13.2314804079        0.1712447518
      -13.0187673272        0.1556328819
      -12.8060542464        0.1490201848
      -12.5933411656        0.1773365209
      -12.3806280848        0.1917271921
      -12.1679150040        0.1963625646
      -11.9552019232        0.1996668423
      -11.7424888425        0.1710952455
      -11.5297757617        0.1704872715
      -11.3170626809        0.1634215503
      -11.1043496001        0.1570172758
      -10.8916365193        0.1398165240
      -10.6789234385        0.1223826663
      -10.4662103578        0.0968258725
      -10.2534972770        0.0738454395
      -10.0407841962        0.0612915049
       -9.8280711154        0.0624295484
       -9.6153580346        0.0457060245
       -9.4026449538        0.0299304061
       -9.1899318731        0.0213763149
       -8.9772187923        0.0289086051
       -8.7645057115        0.0364560255
       -8.5517926307        0.0296004151
       -8.3390795499        0.0380338489
       -8.1263664691        0.0463005117
       -7.9136533884        0.0501666929
       -7.7009403076        0.0465308674
       -7.4882272268        0.0551719390
       -7.2755141460        0.0705456927
       -7.0628010652        0.0615251072
       -6.8500879844        0.0523925817
       -6.6373749037        0.0567779839
       -6.4246618229        0.0809694620
       -6.2119487421        0.0893251360
       -5.9992356613        0.0788266287
       -5.7865225805        0.0761872707
       -5.5738094997        0.0848278931
       -5.3610964190        0.0903847822
       -5.1483833382        0.0915635345
       -4.9356702574        0.0925070486
       -4.7229571766        0.0916735056
       -4.5102440958        0.0982167068
       -4.2975310150        0.1199279142
       -4.0848179343        0.1030483255
       -3.8721048535        0.1142139279
       -3.6593917727        0.1306158301
       -3.4466786919        0.0863421792
       -3.2339656111        0.0449698203
       -3.0212525303        0.0477124554
       -2.8085394496        0.0566518057
       -2.5958263688        0.0442876827
       -2.3831132880        0.0327301030
       -2.1704002072        0.0416469339
       -1.9576871264        0.0521186960
       -1.7449740456        0.0417921308
       -1.5322609649        0.0197353475
       -1.3195478841        0.0090696926
       -1.1068348033        0.0100399430
       -0.8941217225        0.0099910942
       -0.6814086417        0.0093063731
       -0.4686955609        0.0061843854
       -0.2559824801        0.0023311424
       -0.0432693994        0.0002302660
        0.1694436814        0.0000588279
        0.3821567622        0.0014933501
        0.5948698430        0.0082695298
        0.8075829238        0.0172730675
        1.0202960046        0.0242671180
        1.2330090853        0.0213596083
        1.4457221661        0.0237140229
        1.6584352469        0.0263780130
        1.8711483277        0.0305489721
        2.0838614085        0.0249589278
        2.2965744893        0.0291535727
        2.5092875700        0.0309445476
        2.7220006508        0.0283714516
        2.9347137316        0.0431178293
        3.1474268124        0.0473287216
        3.3601398932        0.0474359937
        3.5728529740        0.0457343238
        3.7855660547        0.0610022031
        3.9982791355        0.0655460780
        4.2109922163        0.0697186951
        4.4237052971        0.0770062607
        4.6364183779        0.0961981847
        4.8491314587        0.0843865933
        5.0618445394        0.0760516372
        5.2745576202        0.0824138618
        5.4872707010        0.0930688590
        5.6999837818        0.1038214180
        5.9126968626        0.1175917830
        6.1254099434        0.1147499178
        6.3381230241        0.1226708560
        6.5508361049        0.1497235344
        6.7635491857        0.1760120823
        6.9762622665        0.1870563653
        7.1889753473        0.2352027325
        7.4016884281        0.2747396074
        7.6144015088        0.2373764351
        7.8271145896        0.2093655670
        8.0398276704        0.2139034922
        8.2525407512        0.2399963819
        8.4652538320        0.2427589550
        8.6779669128        0.2624355116
        8.8906799935        0.2674566795
        9.1033930743        0.2639216898
        9.3161061551        0.2917444541
        9.5288192359        0.2669984821
        9.7415323167        0.2059137558
        9.9542453975        0.1775671314
       10.1669584782        0.1612892591
       10.3796715590        0.1324140117
       10.5923846398        0.1222541102
       10.8050977206        0.0880572540
       11.0178108014        0.0700571698
       11.2305238822        0.0588106143
       11.4432369629        0.0525280181
       11.6559500437        0.0396272729
       11.8686631245        0.0252152763
       12.0813762053        0.0258477639
       12.2940892861        0.0936055916
       12.5068023669        0.4530591368
       12.7195154476        0.8514987013
       12.9322285284        0.8332429660
       13.1449416092        0.7278225576
       13.3576546900        0.6751343985
       13.5703677708        0.5293762539
       13.7830808516        0.3323800797
       13.9957939323        0.2092647039
       14.2085070131        0.1154403429
       14.4212200939        0.0486355447
       14.6339331747        0.0292091306
       14.8466462555        0.0319749392
       15.0593593363        0.0280791533
       15.2720724170        0.0220183948
       15.4847854978        0.0163379314
       15.6974985786        0.0186128436
       15.9102116594        0.0184782090
       16.1229247402        0.0200997785
       16.3356378210        0.0153065334
       16.5483509017        0.0176118734
       16.7610639825        0.0181739401
       16.9737770633        0.0155897435
       17.1864901441        0.0144140627
       17.3992032249        0.0148750168
       17.6119163057        0.0160910030
       17.8246293864        0.0120624024
       18.0373424672        0.0123136060
       18.2500555480        0.0160422997
       18.4627686288        0.0148483262
       18.6754817096        0.0106439321
       18.8881947904        0.0102515023
       19.1009078711        0.0090100010
       19.3136209519        0.0128075194
       19.5263340327        0.0124792540
       19.7390471135        0.0078405421
       19.9517601943        0.0090871121
       20.1644732751        0.0101134578
       20.3771863558        0.0084164654
       20.5898994366        0.0067482778
       20.8026125174        0.0055428640
       21.0153255982        0.0045803897
       21.2280386790        0.0026054129
       21.4407517598        0.0006785631
       21.6534648406        0.0001116447
       21.8661779213        0.0000582206
       22.0788910021        0.0000068807
       22.2916040829        0.0000001284
       22.5043171637        0.0000000004
       22.7170302445        0.0000000000
       22.9297433253        0.0000000000
       23.1424564060        0.0000000000
